activity_id,assay_chembl_id,document_chembl_id,molecule_chembl_id,canonical_smiles,target_chembl_id,target_organism,standard_type,type,effective_type,standard_relation,relation,effective_relation,standard_value,standard_upper_value,standard_units,pchembl_value,value,upper_value,units,activity_comment,standard_text_value,text_value,data_validity_comment,potential_duplicate,activity_properties_json,exact_ic50,non_exact_ic50,interval_ic50,right_censored_ic50,left_censored_ic50,text_contains_inactive,single_point_inhibition,missing_structure,potential_duplicate_true,has_validity_comment,missing_target_organism,has_standard_text_value,descriptive_flags
3301180,CHEMBL1118737,CHEMBL1155439,CHEMBL1086589,Cc1ccc(C(=O)NC(Sc2ccc([N+](=O)[O-])cc2)C(Cl)(Cl)Cl)cc1,CHEMBL6007,Homo sapiens,IC50,IC50,IC50,=,=,=,560.0,,nM,6.25,0.56,,uM,,,,,0,,True,False,False,False,False,False,False,False,False,False,False,False,exact_ic50
3301190,CHEMBL1118738,CHEMBL1155439,CHEMBL1086310,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,CHEMBL6007,Homo sapiens,IC50,IC50,IC50,=,=,=,5300.0,,nM,5.28,5.3,,uM,,,,,0,,True,False,False,False,False,False,False,False,False,False,False,False,exact_ic50
3301191,CHEMBL1118739,CHEMBL1155439,CHEMBL1086310,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,CHEMBL6007,Homo sapiens,IC50,IC50,IC50,=,=,=,4900.0,,nM,5.31,4.9,,uM,,,,,0,,True,False,False,False,False,False,False,False,False,False,False,False,exact_ic50
3301192,CHEMBL1118740,CHEMBL1155439,CHEMBL1086310,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,CHEMBL6007,Homo sapiens,IC50,IC50,IC50,=,=,=,7500.0,,nM,5.12,7.5,,uM,,,,,0,,True,False,False,False,False,False,False,False,False,False,False,False,exact_ic50
8011667,CHEMBL1944172,CHEMBL1938315,CHEMBL1939990,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,CHEMBL6007,Homo sapiens,IC50,IC50,IC50,=,=,=,1800.0,,nM,5.75,1.8,,uM,,,,,0,,True,False,False,False,False,False,False,False,False,False,False,False,exact_ic50
8011668,CHEMBL1944172,CHEMBL1938315,CHEMBL1939991,CCOC(=O)C1=C(c2ccccc2)NC(=S)NC1c1cccc(OC)c1,CHEMBL6007,Homo sapiens,IC50,IC50,IC50,>,>,>,10000.0,,nM,,10.0,,uM,,,,,0,,False,True,False,True,False,False,False,False,False,False,False,False,non_exact_ic50;right_censored_ic50
8011669,CHEMBL1944172,CHEMBL1938315,CHEMBL1086310,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,CHEMBL6007,Homo sapiens,IC50,IC50,IC50,>,>,>,10000.0,,nM,,10.0,,uM,,,,,0,,False,True,False,True,False,False,False,False,False,False,False,False,non_exact_ic50;right_censored_ic50
8011670,CHEMBL1944172,CHEMBL1938315,CHEMBL1388908,S=C(NCc1ccccc1)NCc1ccccc1,CHEMBL6007,Homo sapiens,IC50,IC50,IC50,>,>,>,10000.0,,nM,,10.0,,uM,,,,,0,,False,True,False,True,False,False,False,False,False,False,False,False,non_exact_ic50;right_censored_ic50
8011671,CHEMBL1944172,CHEMBL1938315,CHEMBL1492420,SC1=NC(c2ccccc2)=CC(c2ccccc2)N1,CHEMBL6007,Homo sapiens,IC50,IC50,IC50,>,>,>,10000.0,,nM,,10.0,,uM,,,,,0,,False,True,False,True,False,False,False,False,False,False,False,False,non_exact_ic50;right_censored_ic50
8011672,CHEMBL1944172,CHEMBL1938315,CHEMBL1939988,S=C1NC2=C(CCc3ccccc32)C(c2ccccc2)N1,CHEMBL6007,Homo sapiens,IC50,IC50,IC50,>,>,>,10000.0,,nM,,10.0,,uM,,,,,0,,False,True,False,True,False,False,False,False,False,False,False,False,non_exact_ic50;right_censored_ic50
8011673,CHEMBL1944172,CHEMBL1938315,CHEMBL1469047,SC1=NC2=C(CCC/C2=C\c2ccccc2)C(c2ccccc2)N1,CHEMBL6007,Homo sapiens,IC50,IC50,IC50,>,>,>,10000.0,,nM,,10.0,,uM,,,,,0,,False,True,False,True,False,False,False,False,False,False,False,False,non_exact_ic50;right_censored_ic50
8011674,CHEMBL1944172,CHEMBL1938315,CHEMBL1939989,S=C1NC2=C(CCC2)C(c2ccccc2)N1,CHEMBL6007,Homo sapiens,IC50,IC50,IC50,>,>,>,10000.0,,nM,,10.0,,uM,,,,,0,,False,True,False,True,False,False,False,False,False,False,False,False,non_exact_ic50;right_censored_ic50
