inchikey,std_smiles,molecule_chembl_id,pchembl_median,pchembl_min,pchembl_max,pchembl_std,n_measurements,year_min,year_max,n_documents,n_assays
BPSURRHXFTVNPC-AWEZNQCLSA-N,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N(CC)CC)nc3)n2)n(C)c1=O,CHEMBL5751844,8.52,8.52,8.52,,1,2019,2019,1,1
BPWDLGXLIXBTPG-GXTWGEPZSA-N,Cc1ncn2nc(N)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c12,CHEMBL6026981,8.015,7.81,8.22,0.2899137802864849,2,2020,2020,1,2
BRBMIYHOFADQNK-RYRKJORJSA-N,CCNc1nc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccc6)C[C@@H]54)no3)c(=O)c2n1C,CHEMBL5758525,7.404999999999999,7.27,7.54,0.1909188309203685,2,2020,2020,1,2
BRNFYDHNQCOLDA-DEOSSOPVSA-N,CC(C)n1cc(-c2ccc(C(F)(F)F)cc2)cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3c(F)cccc3o2)c1=O,CHEMBL5956606,6.36,6.36,6.36,,1,2020,2020,1,1
BSJPLCMGLSAERZ-APWZRJJASA-N,O=C(NCc1cc(-c2cnc(C(F)(F)F)nc2)ccn1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5794445,6.39,6.39,6.39,,1,2022,2022,1,1
BSXZECKVHWDHMU-UHFFFAOYSA-N,CN(C)c1ccc(CCn2nc(Cn3cnc4ncn(C)c4c3=O)oc2=O)cc1,CHEMBL6029706,6.79,6.79,6.79,,1,2021,2021,1,1
BTGRJSKXOVCJGC-VIZZQPHQSA-N,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4062110,6.75,6.75,6.75,0.0,2,2018,2021,2,2
BTNUNVLIPAOCMM-LAQFHYBYSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ocnc7c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5867523,7.654999999999999,7.56,7.75,0.13435028842544464,2,2020,2020,1,2
BUIYVEPGAGPGLB-CTYIDZIISA-N,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](Oc5cccc(C#N)c5)C4)no3)c(=O)c21,CHEMBL5852189,7.09,7.09,7.09,,1,2020,2020,1,1
BUMGTYYOOSBBHW-UHFFFAOYSA-N,COc1cc2ccnc(Oc3ccc(F)cc3F)c2cc1OC,CHEMBL3297861,6.2,6.2,6.2,,1,2014,2014,1,1
BUQGXZUGSBDOIZ-QFIPXVFZSA-N,CC(C)n1c(=O)c(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cc(F)ccc3o2)cn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL6016755,8.14,8.14,8.14,,1,2020,2020,1,1
BUYFCKGCSXZWDP-MNZLEMJZSA-N,Cc1ccnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6)C[C@@H]54)no3)c(=O)c12,CHEMBL5866124,7.41,7.41,7.41,,1,2020,2020,1,1
BUZFDVGJMBLEGQ-UHFFFAOYSA-N,CC1(C)CCCC(O)(C(F)(F)F)C1Cc1cccc(F)c1,CHEMBL5408516,6.12,6.12,6.12,,1,2023,2023,1,1
BVMBHIKCHPFTIX-HDJSIYSDSA-N,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccccc5)C4)c(=O)o3)c(=O)c21,CHEMBL5093753,6.78,6.78,6.78,,1,2021,2021,1,1
BWJKJXASLSRQNM-HDJSIYSDSA-N,O=c1c2cccnc2ncn1Cc1nc([C@H]2C[C@H](c3cccc(Cl)c3)C2)no1,CHEMBL5803349,7.31,7.31,7.31,,1,2020,2020,1,1
BWTWYFLHUIVVNP-WMLDXEAASA-N,Cc1ccnc2cnn(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c12,CHEMBL5763650,8.155000000000001,8.14,8.17,0.021213203435595344,2,2020,2020,1,2
BXAPLRVODFEIFT-AWEZNQCLSA-N,CN1CCc2c(sc3ncn(Cc4nnn(C[C@H](O)c5ccc(Cl)cc5)n4)c(=O)c23)C1=O,CHEMBL6008415,7.8,7.8,7.8,,1,2023,2023,1,1
BXVDTIPLGIPGFG-WCQYABFASA-N,Cn1cnc2[nH]c(=O)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL6047386,7.07,6.5,7.64,0.8061017305526637,2,2020,2020,1,2
BXWRYHWVMJYQDS-ZDUSSCGKSA-N,O=C1NCCc2c1sc1ncn(Cc3nnn(C[C@H](O)c4ccc(Cl)cc4)n3)c(=O)c21,CHEMBL5981644,7.96,7.96,7.96,,1,2023,2023,1,1
BZFAADKUMJMAMD-QFIPXVFZSA-N,CC(C)n1c(=O)c(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)cn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL5772812,7.8,7.8,7.8,,1,2020,2020,1,1
BZTMKWCWKFEAKS-UHFFFAOYSA-N,FC(F)(F)c1ccccc1-c1cc2cn[nH]c2cc1OCC1CC1,CHEMBL3299022,7.58,7.58,7.58,,1,2014,2014,1,1
CANXPAGDHYDXAS-IYARVYRRSA-N,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc6ccccc6c5)C4)c(=O)o3)c(=O)c21,CHEMBL5952845,7.75,7.75,7.75,,1,2021,2021,1,1
CAURCPOFUZVLHO-FRQCXROJSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc7c(cnn7C)c6)C[C@H]54)no3)c(=O)c21,CHEMBL5909466,7.695,7.54,7.85,0.21920310216782915,2,2020,2020,1,2
CBEQYPJASLPYCV-SVIJTADQSA-N,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ccn2)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4104134,6.95,6.95,6.95,,1,2018,2018,1,1
CBSZTXHMDYXAMD-UHFFFAOYSA-N,COCCCOc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)n1,CHEMBL3314484,6.01,6.01,6.01,,1,2014,2014,1,1
CBZINAVQQWCRAE-ZDUSSCGKSA-N,Cc1c(C(=O)NCC(F)F)sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c12,CHEMBL4859608,7.82,7.82,7.82,0.0,2,2021,2021,2,2
CCDZVVJMCCIMJK-NRFANRHFSA-N,CC(C)n1c(=O)c(CNC(=O)[C@@H]2CC(F)(F)CN2S(=O)(=O)c2cc3cc(F)ccc3o2)cn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL6011479,7.34,7.34,7.34,,1,2020,2020,1,1
CCKDABRNCXXPNF-VXGBXAGGSA-N,O[C@]1(C(F)(F)F)CCCC[C@H]1Nc1ccccc1,CHEMBL5426246,6.37,6.37,6.37,,1,2023,2023,1,1
CCUITVGIDVPEJI-UHFFFAOYSA-N,CCc1sc2c(c1CC(=O)Nc1nc(-c3ccc(C(F)(F)F)c(F)c3)cs1)c(=O)n(C)c(=O)n2C,CHEMBL3894956,7.78,7.78,7.78,,1,2015,2015,1,1
CCUWLJJJTXPUCI-HIFPTAJRSA-N,C[C@@H](C(=O)Nc1csc(-c2cnc(N3CC4CC4C3)nc2)n1)n1cnc2c1c(=O)n(CC(N)=O)c(=O)n2C,CHEMBL5829683,7.02,7.02,7.02,,1,2019,2019,1,1
CDIBRYDRWDNHKR-OFNKIYASSA-N,O=C(NCc1cc(-c2ccc(C(F)(F)F)cc2)ccc1F)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5960015,8.3,8.3,8.3,,1,2022,2022,1,1
CDLPZSXOJZPUNZ-JOCHJYFZSA-N,N#C[C@@]1(C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)CCCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6062166,6.06,6.06,6.06,,1,2022,2022,1,1
CEDDKVSCQBMJRG-UHFFFAOYSA-N,Cn1c(=O)c2c(CC(=O)Nc3ccn(-c4cccc(C(F)(F)F)c4)n3)cccc2n(C)c1=O,CHEMBL3935604,7.23,7.23,7.23,,1,2015,2015,1,1
CEHXVBLLORENHV-LAQFHYBYSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7ncsc7c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5949303,7.6,7.2,8.0,0.5656854249492382,2,2020,2020,1,2
CENSBZQZRLLDCL-JOCQHMNTSA-N,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](c5ccc(OC(F)F)cc5)C4)no3)c(=O)c21,CHEMBL5956832,6.85,6.85,6.85,,1,2020,2020,1,1
CEOUAXRSPKQSPT-LBPRGKRZSA-N,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3ccnc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)n1,CHEMBL5898991,8.4,8.4,8.4,,1,2019,2019,1,1
CERUYKDYVULSDG-SJORKVTESA-N,O=C(NCc1cn(-c2ccc(C(F)(F)F)nc2)nc1C(F)(F)F)[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5931223,7.38,7.38,7.38,0.0,2,2020,2020,1,1
CERUYKDYVULSDG-UHFFFAOYSA-N,O=C(NCc1cn(-c2ccc(C(F)(F)F)nc2)nc1C(F)(F)F)C1CCC1S(=O)(=O)c1ccc(F)cc1,CHEMBL5788146,6.88,6.72,7.04,0.2262741699796954,2,2020,2020,1,1
CGKGVIMZSQQQKI-MNZLEMJZSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc7ccccc7cn6)C[C@@H]54)no3)c(=O)c21,CHEMBL5956030,7.0649999999999995,7.04,7.09,0.03535533905932756,2,2020,2020,1,2
CHJNLJDLILUZCU-WMLDXEAASA-N,Cc1cncc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c12,CHEMBL5746517,8.445,7.97,8.92,0.6717514421272199,2,2020,2020,1,2
CHTXUMBCIKLCKW-GXTWGEPZSA-N,Cc1n[nH]c2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c12,CHEMBL6003728,8.09,7.95,8.23,0.1979898987322338,2,2020,2020,1,2
CIACKZWBHIJWSD-UHFFFAOYSA-N,FC(F)(F)c1ccccc1-c1cc2cn[nH]c2cc1C1CC1,CHEMBL3298926,7.21,7.21,7.21,,1,2014,2014,1,1
CIKWLRYNURTNGX-AWEZNQCLSA-N,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cncc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,CHEMBL5749102,8.1,8.1,8.1,,1,2019,2019,1,1
CISHPMUQLTYQDL-UHFFFAOYSA-N,CC(C)(C)c1ccccc1-c1ccc2[nH]ncc2c1,CHEMBL3298241,5.47,5.47,5.47,,1,2014,2014,1,1
CIYDGMDZVSRZAF-RRFJBIMHSA-N,Cn1cnc2ncn(Cc3nn([C@@H]4C[C@@H](F)[C@@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,CHEMBL6051649,7.36,7.36,7.36,,1,2021,2021,1,1
CJIFGBJDSODVOU-JTQLQIEISA-N,C[C@@H](C(=O)Nc1csc(-c2ccc(Cl)c(Cl)c2)n1)n1cnc2c1c(=O)n(CC#N)c(=O)n2C,CHEMBL5794855,9.0,9.0,9.0,,1,2019,2019,1,1
CKQMTXLABQTGQB-DHZHZOJOSA-N,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1,CHEMBL1079664,4.91,4.9,4.92,0.014142135623730649,2,2019,2019,1,1
CLALAOKNVZYDNB-HALDLXJZSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccccc6C#N)C[C@@H]54)no3)c(=O)c21,CHEMBL6021662,6.9,6.8,7.0,0.1414213562373093,2,2020,2020,1,2
CLCRTUFFZNMHLS-LBPRGKRZSA-N,Cc1c(C(N)=O)sc2ncn(Cc3nnn(C[C@H](O)c4cc5cc(F)ccc5o4)n3)c(=O)c12,CHEMBL5816259,7.6,7.6,7.6,,1,2023,2023,1,1
CLDTYDWCLGHBRJ-UHFFFAOYSA-N,Fc1ccc(Nc2n[nH]c3c(OC(F)(F)F)cccc23)cc1F,CHEMBL4061022,5.92,5.92,5.92,,1,2017,2017,1,1
CLZKMFVTJPNWFB-VQFNDLOPSA-N,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4cccc(F)c4)C[C@@H]32)no1,CHEMBL6031616,8.02,7.98,8.06,0.05656854249492448,2,2020,2020,1,2
CMKRUJONJACVHU-JOCHJYFZSA-N,O=C(NCc1cc(-c2ccc(C(F)(F)F)nc2)ncn1)[C@]1(CO)CCCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5925329,6.55,6.55,6.55,,1,2022,2022,1,1
CMMHGQMDAWNUJF-NNUKFRKNSA-N,O=c1c2cccnc2ncn1Cc1nc([C@H]2C[C@H](Oc3cccc(F)c3)C2)no1,CHEMBL5901772,6.74,6.63,6.85,0.15556349186103996,2,2020,2020,1,2
CMPQQCSDOGJLLR-JOCHJYFZSA-N,O=C(NCc1cc(-c2ccc(C(F)(F)F)nc2)ncn1)[C@]1(C(F)F)CCCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5891287,7.54,7.54,7.54,,1,2022,2022,1,1
CMQWFYBXZLEOMA-FQEVSTJZSA-N,CC1(C)CC[C@@H](C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL5980242,6.42,6.42,6.42,,1,2022,2022,1,1
CNBMUGGIAWLNKG-SHTZXODSSA-N,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@H](c5ccc(OC(F)(F)F)cc5)C4)no3)c(=O)c12,CHEMBL5754794,7.2,7.2,7.2,,1,2020,2020,1,1
CNMIUCDUEVFNKU-QHCPKHFHSA-N,Cc1ccc2oc(S(=O)(=O)N3CCC[C@H]3C(=O)NCc3cn(-c4ccc(C(F)(F)F)cc4)c(=O)n(C(C)C)c3=O)cc2c1,CHEMBL5871576,6.38,6.38,6.38,,1,2020,2020,1,1
CNXACZHZGCZDBO-UHFFFAOYSA-N,Cn1cnc2ncn(Cc3nn(CCc4ccc(Cl)cc4F)c(=O)o3)c(=O)c21,CHEMBL5855877,6.31,6.31,6.31,,1,2021,2021,1,1
CNYDIRYGXDXINR-GCJKJVERSA-N,O=C(NCc1cc(-c2ccc(C(F)(F)F)cn2)ccc1F)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5838629,7.96,7.96,7.96,,1,2022,2022,1,1
COEDYLGJVZYSIH-JTQLQIEISA-N,Cc1ncc(-c2nc(NC(=O)[C@H](C)n3cnc4c3c(=O)n(CC(F)(F)F)c(=O)n4C)cs2)cc1C(F)(F)F,CHEMBL5782754,7.66,7.66,7.66,,1,2019,2019,1,1
COUSNIYNXWRIMA-WQGACYEGSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6cc(F)c(F)c(F)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5786064,8.265,7.83,8.7,0.5022947341949736,4,2020,2020,1,2
COWHGJLKSFLNRB-QLPKVWCKSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(C#N)cc6)C[C@@H]54)no3)c(=O)c21,CHEMBL6028569,7.725,7.56,7.89,0.23334523779156074,2,2020,2020,1,2
COWJGGFKTKTZOT-XJKSGUPXSA-N,Cn1cnc2ccn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL5952117,8.945,8.51,9.38,0.615182899632297,2,2020,2020,1,2
CPOOXCQPULFHNM-YABSGUDNSA-N,Cn1nnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c21,CHEMBL6015216,7.245,7.13,7.36,0.16263455967290624,2,2020,2020,1,2
CPVYDKXZLWVTEE-GXFFZTMASA-N,Nc1nn2ncc(Cl)c2c(=O)n1Cc1nc([C@@H]2CO[C@@H](c3ccc(F)cc3)C2)no1,CHEMBL5912945,7.715,7.25,8.18,0.657609306503489,2,2020,2020,1,2
CQGSBWGNKKNJCP-RYRKJORJSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc(C#N)cc6)C[C@@H]54)no3)c(=O)c21,CHEMBL6034788,7.92,7.66,8.18,0.3676955262170044,2,2020,2020,1,2
CQQRVWPXVJWBRU-UHFFFAOYSA-N,Cn1cnc2ncn(Cc3noc(CCc4ccc(Cl)cc4)n3)c(=O)c21,CHEMBL3785390,6.68,6.68,6.68,,1,2016,2016,1,1
CRANEYHZXMLJBS-SWLSCSKDSA-N,Cn1cnc2c(C#N)nn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL5976955,8.32,8.13,8.51,0.2687005768508874,2,2020,2020,1,2
CRMCPZOEWQJMFS-LBPRGKRZSA-N,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(OC(F)(F)F)cc4)c(=O)o3)c(=O)c21,CHEMBL5795787,7.72,7.72,7.72,,1,2021,2021,1,1
CRVXZKHWEUVJFA-ZDUSSCGKSA-N,Cc1ccc([C@@H](O)Cn2nnc(Cn3cnc4oc(C(N)=O)c(C)c4c3=O)n2)cc1,CHEMBL6026591,7.68,7.68,7.68,,1,2023,2023,1,1
CSKJIIXTWHNKSV-UHFFFAOYSA-N,CCCNc1cc(NC(=O)c2ccccc2)cc(C(F)(F)F)c1,CHEMBL3311184,6.7,6.7,6.7,,1,2014,2014,1,1
CSUMASYLFZPZKR-VFNWGFHPSA-N,O=C(NCc1cc(-c2ccc(C(F)(F)F)cc2)ncn1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)c(F)c1,CHEMBL5814964,7.43,7.34,7.52,0.12727922061357835,2,2022,2022,1,1
CSWZSXQZBCOVSJ-FQEVSTJZSA-N,Cn1c(=O)n(Cc2ccccn2)c(=O)c2c1ncn2CC(=O)Nc1cccc(-c2cnc(N3CCC[C@H]3C(F)(F)F)nc2)n1,CHEMBL5872230,8.7,8.7,8.7,,1,2019,2019,1,1
CTVDAKKIBPDSKS-HNNXBMFYSA-N,Cc1cc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,CHEMBL5929322,9.0,9.0,9.0,,1,2019,2019,1,1
CUODMWHGYJSPRF-XJKSGUPXSA-N,O=c1c2cccnc2ncn1Cc1nc([C@@H]2CO[C@@H](c3ccc(F)cc3)C2)no1,CHEMBL5934054,7.029999999999999,6.97,7.09,0.0848528137423861,2,2020,2020,1,2
CUXROWBZAXBRIM-UHFFFAOYSA-N,CC(C)N(CC(=O)NCc1cccc(C2CC2)c1)S(=O)(=O)c1ccc(F)cc1,CHEMBL5972523,6.0,6.0,6.0,,1,2017,2017,1,1
CVQHMRPOOCQEKI-OOHWJJMZSA-N,CC#CCn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3ccc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,CHEMBL6009944,9.0,9.0,9.0,,1,2019,2019,1,1
CWCODCHAQNOYLW-QFIPXVFZSA-N,CC(C)n1c(=O)c(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)cn(-c2ccc(F)cc2)c1=O,CHEMBL5837775,6.62,6.62,6.62,,1,2020,2020,1,1
CXKWWEBSUNFLIN-UTKZUKDTSA-N,O=C(NCc1cc(-c2ccc(C(F)F)cc2)ncn1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5946528,6.5,6.5,6.5,,1,2022,2022,1,1
CXQKCYMIGNQZOZ-UHFFFAOYSA-N,Cn1cnc2c(C#N)nn(Cc3nc(CCc4ccc(Cl)cc4)no3)c2c1=O,CHEMBL6053904,7.58,7.58,7.58,,1,2021,2021,1,1
CYNMROYWBACHTQ-XLIONFOSSA-N,O=C(NCc1cc(F)cc(-n2cc(C(F)(F)F)cn2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5863445,6.92,6.92,6.92,,1,2022,2022,1,1
CYQZMMUPORHDSC-MRXNPFEDSA-N,Cc1cc(S(=O)(=O)N2CC(F)(F)C[C@@H]2c2ccc(F)cc2)cc(C)c1F,CHEMBL3753942,7.64,7.64,7.64,,1,2016,2016,1,1
CYWFSLKYTRCPPA-MQMHXKEQSA-N,Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,CHEMBL4865298,7.75,7.55,8.13,0.25579940057266254,4,2021,2021,2,2
CZLHDEMBLZTFGA-UMYLGFLZSA-N,CCC(=N\O)/C(C)=C/c1ccsc1,CHEMBL1085944,5.88,5.88,5.88,0.0,2,2010,2017,2,2
CZSWXNBPJXPCFZ-GGYDESQDSA-N,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@](F)(c5cccc(F)c5)C4)c(=O)o3)c(=O)c12,CHEMBL5926714,7.39,7.39,7.39,,1,2021,2021,1,1
CZWUSKMGGLHRBH-AWEZNQCLSA-N,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(C)c(C(F)(F)F)c3)n2)n(C)c1=O,CHEMBL6004144,8.3,8.3,8.3,,1,2019,2019,1,1
DBXCRZFXGYPTQJ-WCQYABFASA-N,Cn1cnc2nnn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL5895814,7.734999999999999,7.51,7.96,0.3181980515339468,2,2020,2020,1,2
DBZDCJRBMOZLQI-FUHWJXTLSA-N,Cc1cc(S(=O)(=O)N2[C@H](CO)CC[C@@H]2c2ccc(F)cc2)cc(C)c1F,CHEMBL3753909,7.2,7.2,7.2,,1,2016,2016,1,1
DCHZOOHTNLONBI-CMPLNLGQSA-N,Cn1nnc2nc(N)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL5969034,8.235,7.79,8.68,0.6293250352560273,2,2020,2020,1,2
DCIRNJZMAVZAQG-OOHWJJMZSA-N,COCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(N4CC5C(C4)C5(F)F)cn3)n2)n(C)c1=O,CHEMBL5973426,8.15,8.15,8.15,,1,2019,2019,1,1
DCVSFXIYOAFCQQ-ZHRRBRCNSA-N,COc1nn(-c2ccc(C(F)(F)F)nc2)cc1CNC(=O)[C@]1(C)C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5993004,8.05,8.05,8.05,,1,2022,2022,1,1
DDBRUPZDWAODIC-AEFFLSMTSA-N,O=C(NCc1cc(-c2cnc(C(F)(F)F)nc2)cnc1F)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5913737,6.68,6.68,6.68,,1,2022,2022,1,1
DDCBCYZFOVRVBY-UHFFFAOYSA-N,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cc(Cl)c(OCC(F)(F)F)c(Cl)c4)cs3)coc2n(C)c1=O,CHEMBL3976535,8.84,8.84,8.84,,1,2015,2015,1,1
DEEKSQRKTYEQAN-QWHZDKJVSA-N,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4ccc5ncsc5c4)C[C@@H]32)no1,CHEMBL6058047,7.845000000000001,7.62,8.07,0.3181980515339462,2,2020,2020,1,2
DEGUDXJXTJSIFF-GOSISDBHSA-N,CCCC(C)(C)C(=O)NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1,CHEMBL4211095,7.15,7.15,7.15,,1,2016,2016,1,1
DEGUDXJXTJSIFF-SFHVURJKSA-N,CCCC(C)(C)C(=O)NC[C@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1,CHEMBL4216061,5.77,5.77,5.77,,1,2016,2016,1,1
DEMKZLAVQYISIA-ZRWXNEIDSA-N,O=C1C[C@@H](c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)Oc2cc(O)ccc21,CHEMBL511995,4.79,4.79,4.79,,1,2023,2023,1,1
DEOVWIPKRDTVPC-GTPINHCMSA-N,COCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(N4CC5CC5C4)cn3)n2)n(C)c1=O,CHEMBL5780709,8.15,8.15,8.15,,1,2019,2019,1,1
DEQOZQHMWLHJLS-UWVAXJGDSA-N,CN(C)C(=O)CNc1nc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccc6)C[C@@H]54)no3)c(=O)c2n1C,CHEMBL5872653,7.37,7.16,7.58,0.2969848480983499,2,2020,2020,1,2
DFRRLTYRSAJCPA-UHFFFAOYSA-N,CC(CO)C(C)Cc1ccc(F)cc1,CHEMBL5593584,5.95,5.95,5.95,,1,2024,2024,1,1
DGUJPXZEBMKLMM-LBPRGKRZSA-N,Cc1oc2ncn(Cc3nnn(C[C@H](O)c4cc5ccccc5o4)n3)c(=O)c2c1C(N)=O,CHEMBL5843670,7.58,7.58,7.58,,1,2023,2023,1,1
DHGRAFMYKRWRSJ-VYDXJSESSA-N,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc(F)cc6)C[C@@H]54)no3)c(=O)c21,CHEMBL5785596,8.325,8.13,8.52,0.27577164466275333,2,2020,2020,1,2
DHGRAFMYKRWRSJ-ZMSDIMECSA-N,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc(F)cc6)C[C@H]54)no3)c(=O)c21,CHEMBL6040138,8.04,7.96,8.12,0.1131370849898474,2,2020,2020,1,2
DHGUOHDVYXFMFQ-IYARVYRRSA-N,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc6ncccc6c5)C4)c(=O)o3)c(=O)c12,CHEMBL6024036,7.9,7.9,7.9,,1,2021,2021,1,1
DIAYDLRDYDEHDA-XJKSGUPXSA-N,Cn1c(=O)ccc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL5785195,7.845,7.84,7.85,0.007071067811865324,2,2020,2020,1,2
DIIQAMTUZXBVMZ-BTYIYWSLSA-N,COc1nn(-c2ccc(C(F)(F)F)cc2)cc1CNC(=O)[C@@H]1C[C@@H](C#N)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5807552,6.78,6.78,6.78,,1,2022,2022,1,1
DIRMTWBVAUKNIW-UHFFFAOYSA-N,Cc1nc(Cn2c(=O)c3c(ncn3CC(=O)Nc3csc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,CHEMBL5978862,7.7,7.7,7.7,,1,2019,2019,1,1
