document_chembl_id,assay_A,assay_B,differing_field,value_A,value_B,contrast_confidence,A_preincub_candidates,B_preincub_candidates,A_title_time,B_title_time,A_equilibration,B_equilibration,interpretation_note,n_compounds,delta_mean,delta_median,delta_sd,sign_consistency,dominant_direction,frac_abs_gt_0.5,mean_ci95_low_compound_level,mean_ci95_high_compound_level,wilcoxon_p_compound_level,median_ci95_low_compound_level,median_ci95_high_compound_level,n_scaffolds,delta_median_scaffold_level,delta_mean_scaffold_level,median_ci95_low_scaffold_level,median_ci95_high_scaffold_level,median_ci_method,mean_ci95_low_scaffold_level,mean_ci95_high_scaffold_level,wilcoxon_p_scaffold_level,spearman_between_conditions
CHEMBL5727829,CHEMBL5735476,CHEMBL5735477,plate_equilibration_min,15,90,plate_equilibration_differs__other_fields_unverified,10;90,10;90,15,90,15,90,ЩО САМЕ ЗМІНЮВАЛОСЬ — НЕ ПІДТВЕРДЖЕНО. Перевірити першоджерело (патент/стаття) перш ніж називати параметр.,169,0.31745562130177496,0.29000000000000004,0.2621006703762225,0.9230769230769231,B_higher,0.23076923076923078,0.2776529088367383,0.3572583337668116,2.334779208249108e-26,0.22000000000000064,0.3100000000000005,70,0.20000000000000018,0.24085714285714274,0.1499999999999999,0.2674999999999996,bootstrap_of_scaffold_medians,0.19013899698140382,0.2915752887328817,1.0610023865569586e-11,0.8969112925941528
CHEMBL5727828,CHEMBL5735475,CHEMBL5735474,plate_equilibration_min,90,15,plate_equilibration_differs__other_fields_unverified,10;90,10;90,90,15,90,15,ЩО САМЕ ЗМІНЮВАЛОСЬ — НЕ ПІДТВЕРДЖЕНО. Перевірити першоджерело (патент/стаття) перш ніж називати параметр.,131,-0.4037022900763358,-0.33000000000000096,0.3247167924552216,0.9541984732824428,A_higher,0.3053435114503817,-0.4598302041549046,-0.34757437599776697,1.6569361212033678e-21,-0.39999999999999947,-0.29000000000000004,51,-0.29000000000000004,-0.3290196078431373,-0.3500000000000014,-0.21999999999999975,bootstrap_of_scaffold_medians,-0.4059462031015122,-0.25209301258476235,1.206875701985714e-09,0.8784776541085177
