activity_id,assay_chembl_id,assay_type,canonical_smiles,data_validity_comment,document_chembl_id,document_year,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,std_smiles,inchikey
3301222,CHEMBL1118227,F,CN1C(=O)c2cccc(CC(=O)Nc3nc(-c4cccc(C(F)(F)F)c4)cs3)c2C1=O,,CHEMBL1155439,2010,CHEMBL1083798,6.3,=,=,IC50,nM,500.0,IC50,nM,500.0,CN1C(=O)c2cccc(CC(=O)Nc3nc(-c4cccc(C(F)(F)F)c4)cs3)c2C1=O,MYIJPYOIQWNCTL-UHFFFAOYSA-N
3301223,CHEMBL1118227,F,CN1C(=O)c2cccc(CC(=O)Nc3nc(-c4ccc(Cl)c(Cl)c4)cs3)c2C1=O,,CHEMBL1155439,2010,CHEMBL1083803,6.6,=,=,IC50,nM,250.0,IC50,nM,250.0,CN1C(=O)c2cccc(CC(=O)Nc3nc(-c4ccc(Cl)c(Cl)c4)cs3)c2C1=O,RXCHUXFWVPCBNN-UHFFFAOYSA-N
3301224,CHEMBL1118227,F,Cc1cc(-c2csc(NC(=O)Cc3cccc4c3C(=O)N(C)C4=O)n2)ccc1Cl,,CHEMBL1155439,2010,CHEMBL1083804,6.6,=,=,IC50,nM,250.0,IC50,nM,250.0,Cc1cc(-c2csc(NC(=O)Cc3cccc4c3C(=O)N(C)C4=O)n2)ccc1Cl,LUBDIXHYIRNPIQ-UHFFFAOYSA-N
3301225,CHEMBL1118227,F,CN1C(=O)c2cccc(CC(=O)Nc3nc(-c4cc(F)c(C(F)(F)F)c(F)c4)cs3)c2C1=O,,CHEMBL1155439,2010,CHEMBL1086092,6.6,=,=,IC50,nM,250.0,IC50,nM,250.0,CN1C(=O)c2cccc(CC(=O)Nc3nc(-c4cc(F)c(C(F)(F)F)c(F)c4)cs3)c2C1=O,XLYRIZJMZGOPTK-UHFFFAOYSA-N
3301226,CHEMBL1118226,F,CC(=C\c1ccc(Cl)cc1)/C(C)=N/O,,CHEMBL1155439,2010,CHEMBL593902,5.51,=,=,IC50,nM,3100.0,IC50,uM,3.1,CC(=C\c1ccc(Cl)cc1)/C(C)=N/O,MHTJEUOFLVQMCL-NJHPPEEMSA-N
3301227,CHEMBL1118226,F,CCC(=N\O)/C(C)=C/c1ccc(F)nc1,,CHEMBL1155439,2010,CHEMBL1085708,5.9,=,=,IC50,nM,1250.0,IC50,uM,1.25,CCC(=N\O)/C(C)=C/c1ccc(F)nc1,KZYMSANMAJGLBF-RCAAVWGTSA-N
3301228,CHEMBL1118226,F,CCC(=N\O)/C(C)=C/c1cccs1,,CHEMBL1155439,2010,CHEMBL1085709,4.96,=,=,IC50,nM,11000.0,IC50,uM,11.0,CCC(=N\O)/C(C)=C/c1cccs1,IBGTZIUMMBHLKD-ZDVGBALWSA-N
3301229,CHEMBL1118226,F,CCC(=N\O)/C(C)=C/c1ccc(OC)nc1,,CHEMBL1155439,2010,CHEMBL1084370,4.63,=,=,IC50,nM,23400.0,IC50,uM,23.4,CCC(=N\O)/C(C)=C/c1ccc(OC)nc1,PXDWCZGBDFEEIA-DTCTWCMCSA-N
3301230,CHEMBL1118226,F,CCC(=N\O)/C(C)=C/c1ccsc1,,CHEMBL1155439,2010,CHEMBL1085944,5.88,=,=,IC50,nM,1320.0,IC50,uM,1.32,CCC(=N\O)/C(C)=C/c1ccsc1,CZLHDEMBLZTFGA-UMYLGFLZSA-N
3301231,CHEMBL1118226,F,CCC(=N\O)/C(C)=C/c1cccnc1,,CHEMBL1155439,2010,CHEMBL1084371,4.77,=,=,IC50,nM,17000.0,IC50,uM,17.0,CCC(=N\O)/C(C)=C/c1cccnc1,YRXHHMUCQVXQQZ-PTSVWTKZSA-N
3301232,CHEMBL1118226,F,CCC(=N\O)/C(C)=C/c1ccncc1,,CHEMBL1155439,2010,CHEMBL1084372,5.07,=,=,IC50,nM,8610.0,IC50,uM,8.61,CCC(=N\O)/C(C)=C/c1ccncc1,DMXZZBZXDMPWMC-VKTMSVCMSA-N
8011667,CHEMBL1944172,F,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,,CHEMBL1938315,2012,CHEMBL1939990,5.75,=,=,IC50,nM,1800.0,IC50,uM,1.8,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,BGQSZBPWPOXQTF-UHFFFAOYSA-N
8011679,CHEMBL1944172,F,O=C1C2=C(NC(=S)N[C@@H]2c2ccccc2)c2ccccc21,,CHEMBL1938315,2012,CHEMBL1939984,6.11,=,=,IC50,nM,770.0,IC50,uM,0.77,O=C1C2=C(NC(=S)N[C@@H]2c2ccccc2)c2ccccc21,BGQSZBPWPOXQTF-CQSZACIVSA-N
8011680,CHEMBL1944172,F,O=C1C2=C(NC(=S)N[C@H]2c2ccccc2)c2ccccc21,,CHEMBL1938315,2012,CHEMBL1939985,5.09,=,=,IC50,nM,8100.0,IC50,uM,8.1,O=C1C2=C(NC(=S)N[C@H]2c2ccccc2)c2ccccc21,BGQSZBPWPOXQTF-AWEZNQCLSA-N
8011681,CHEMBL1944172,F,O=C1C2=C(NC(=S)NC2c2ccccc2F)c2ccccc21,,CHEMBL1938315,2012,CHEMBL1939981,5.68,=,=,IC50,nM,2070.0,IC50,uM,2.07,O=C1C2=C(NC(=S)NC2c2ccccc2F)c2ccccc21,BOBUEKYDHRZMRK-UHFFFAOYSA-N
8011682,CHEMBL1944172,F,O=C1C2=C(NC(=S)NC2c2cccc(F)c2)c2ccccc21,,CHEMBL1938315,2012,CHEMBL1939982,5.96,=,=,IC50,nM,1100.0,IC50,uM,1.1,O=C1C2=C(NC(=S)NC2c2cccc(F)c2)c2ccccc21,UATUZHBLNDHYJN-UHFFFAOYSA-N
8011684,CHEMBL1944172,F,COc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,,CHEMBL1938315,2012,CHEMBL1939978,6.89,=,=,IC50,nM,130.0,IC50,uM,0.13,COc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,DRBIJLJBIZNBSI-UHFFFAOYSA-N
8011685,CHEMBL1944172,F,COc1ccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)cc1,,CHEMBL1938315,2012,CHEMBL1939979,5.51,=,=,IC50,nM,3100.0,IC50,uM,3.1,COc1ccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)cc1,NFNBZWYHKFLQAP-UHFFFAOYSA-N
8011686,CHEMBL1944172,F,O=C1C2=C(NC(=S)NC2c2cccc(Br)c2)c2ccccc21,,CHEMBL1938315,2012,CHEMBL1939980,6.3,=,=,IC50,nM,500.0,IC50,uM,0.5,O=C1C2=C(NC(=S)NC2c2cccc(Br)c2)c2ccccc21,SOYOXOXAXREIQP-UHFFFAOYSA-N
8011687,CHEMBL1944172,F,O=C1C2=C(NC(=S)NC2c2cccc(O)c2)c2ccccc21,,CHEMBL1938315,2012,CHEMBL1939976,6.19,=,=,IC50,nM,640.0,IC50,uM,0.64,O=C1C2=C(NC(=S)NC2c2cccc(O)c2)c2ccccc21,PUBSTYZERDDJIW-UHFFFAOYSA-N
8011688,CHEMBL1944172,F,O=C1C2=C(NC(=S)NC2c2cccc(CO)c2)c2ccccc21,,CHEMBL1938315,2012,CHEMBL1939977,6.15,=,=,IC50,nM,710.0,IC50,uM,0.71,O=C1C2=C(NC(=S)NC2c2cccc(CO)c2)c2ccccc21,AVZYAMPJJDVPDJ-UHFFFAOYSA-N
8011692,CHEMBL1944172,F,COc1cc(OC)cc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,,CHEMBL1938315,2012,CHEMBL1939835,5.56,=,=,IC50,nM,2780.0,IC50,uM,2.78,COc1cc(OC)cc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,LKBZHIMJQJYAHH-UHFFFAOYSA-N
8011693,CHEMBL1944172,F,CCCCOc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,,CHEMBL1938315,2012,CHEMBL1939836,6.51,=,=,IC50,nM,310.0,IC50,uM,0.31,CCCCOc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,UWMCTQWPZDKBJF-UHFFFAOYSA-N
8011694,CHEMBL1944172,F,COCCCOc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,,CHEMBL1938315,2012,CHEMBL1939972,7.3,=,=,IC50,nM,50.0,IC50,uM,0.05,COCCCOc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,DTVXBNDIMDRBBV-UHFFFAOYSA-N
8011695,CHEMBL1944172,F,O=C1C2=C(NC(=S)NC2c2cccc(OCCO)c2)c2ccccc21,,CHEMBL1938315,2012,CHEMBL1939832,6.68,=,=,IC50,nM,210.0,IC50,uM,0.21,O=C1C2=C(NC(=S)NC2c2cccc(OCCO)c2)c2ccccc21,NUSGVFGBRJCICH-UHFFFAOYSA-N
8011696,CHEMBL1944172,F,O=C1C2=C(NC(=S)NC2c2cccc(OCCCCO)c2)c2ccccc21,,CHEMBL1938315,2012,CHEMBL1939833,7.16,=,=,IC50,nM,70.0,IC50,uM,0.07,O=C1C2=C(NC(=S)NC2c2cccc(OCCCCO)c2)c2ccccc21,DPIVYZZBFLLVQT-UHFFFAOYSA-N
8011699,CHEMBL1944172,F,COc1ccc(Oc2cccc(C3NC(=S)NC4=C3C(=O)c3ccccc34)c2)cc1,,CHEMBL1938315,2012,CHEMBL1939831,5.82,=,=,IC50,nM,1500.0,IC50,uM,1.5,COc1ccc(Oc2cccc(C3NC(=S)NC4=C3C(=O)c3ccccc34)c2)cc1,TXPGGPGYHNTFCB-UHFFFAOYSA-N
8011700,CHEMBL1944172,F,COc1cccc([C@H]2NC(=S)NC3=C2C(=O)c2ccccc23)c1,,CHEMBL1938315,2012,CHEMBL1939828,7.12,=,=,IC50,nM,75.0,IC50,uM,0.075,COc1cccc([C@H]2NC(=S)NC3=C2C(=O)c2ccccc23)c1,DRBIJLJBIZNBSI-OAHLLOKOSA-N
8012612,CHEMBL1944172,F,COc1cccc(C2NC(=O)NC3=C2C(=O)c2ccccc23)c1,,CHEMBL1938315,2012,CHEMBL1939825,5.41,=,=,IC50,nM,3900.0,IC50,uM,3.9,COc1cccc(C2NC(=O)NC3=C2C(=O)c2ccccc23)c1,UBPCAFJGUWNEMN-UHFFFAOYSA-N
8012613,CHEMBL1944172,F,COCCCOc1cccc([C@H]2NC(=S)NC3=C2C(=O)c2ccccc23)c1,,CHEMBL1938315,2012,CHEMBL1939826,7.89,=,=,IC50,nM,13.0,IC50,uM,0.013,COCCCOc1cccc([C@H]2NC(=S)NC3=C2C(=O)c2ccccc23)c1,DTVXBNDIMDRBBV-GOSISDBHSA-N
8012615,CHEMBL1944172,F,COCCCOc1cccc(C2NC(=O)NC3=C2C(=O)c2ccccc23)c1,,CHEMBL1938315,2012,CHEMBL1939823,5.77,=,=,IC50,nM,1700.0,IC50,uM,1.7,COCCCOc1cccc(C2NC(=O)NC3=C2C(=O)c2ccccc23)c1,HNEVLTMGONUBIF-UHFFFAOYSA-N
8012617,CHEMBL1944172,F,COc1cccc(C2NC(=S)N(C)C3=C2C(=O)c2ccccc23)c1,,CHEMBL1938315,2012,CHEMBL1939822,7.07,=,=,IC50,nM,85.0,IC50,uM,0.085,COc1cccc(C2NC(=S)N(C)C3=C2C(=O)c2ccccc23)c1,XYGCJFPIVHXCSK-UHFFFAOYSA-N
8020977,CHEMBL1949457,F,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,,CHEMBL1944607,2012,CHEMBL1086310,5.75,=,=,IC50,nM,1800.0,IC50,uM,1.8,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,HEQDZPHDVAOBLN-UHFFFAOYSA-N
8020978,CHEMBL1949457,F,CC(=C\c1ccc(Cl)cc1)/C(C)=N/O,,CHEMBL1944607,2012,CHEMBL593902,5.66,=,=,IC50,nM,2200.0,IC50,uM,2.2,CC(=C\c1ccc(Cl)cc1)/C(C)=N/O,MHTJEUOFLVQMCL-NJHPPEEMSA-N
8020979,CHEMBL1949457,F,COc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,,CHEMBL1944607,2012,CHEMBL1939978,5.82,=,=,IC50,nM,1500.0,IC50,uM,1.5,COc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,DRBIJLJBIZNBSI-UHFFFAOYSA-N
8020980,CHEMBL1949457,F,Cn1c(=O)c2c(ccn2CC(=O)Nc2ccc(F)cc2)n(C)c1=O,,CHEMBL1944607,2012,CHEMBL1947272,5.51,=,=,IC50,nM,3100.0,IC50,uM,3.1,Cn1c(=O)c2c(ccn2CC(=O)Nc2ccc(F)cc2)n(C)c1=O,HYIWRGKOWKOPHN-UHFFFAOYSA-N
8020981,CHEMBL1949457,F,Cn1c(=O)c2c(ccn2CC(=O)Nc2ccc(I)cc2)n(C)c1=O,,CHEMBL1944607,2012,CHEMBL1947275,5.75,=,=,IC50,nM,1800.0,IC50,uM,1.8,Cn1c(=O)c2c(ccn2CC(=O)Nc2ccc(I)cc2)n(C)c1=O,JJIYFRHWAJSTRT-UHFFFAOYSA-N
8020982,CHEMBL1949457,F,Cn1c(=O)c2c(ccn2CC(=O)Nc2ccc(C(F)(F)F)cc2)n(C)c1=O,,CHEMBL1944607,2012,CHEMBL1944838,6.4,=,=,IC50,nM,400.0,IC50,uM,0.4,Cn1c(=O)c2c(ccn2CC(=O)Nc2ccc(C(F)(F)F)cc2)n(C)c1=O,XTJCMZFNEXELMO-UHFFFAOYSA-N
8020983,CHEMBL1949457,F,Cn1c(=O)c2c(ccn2CC(=O)Nc2ccc(OC(F)(F)F)cc2)n(C)c1=O,,CHEMBL1944607,2012,CHEMBL1944839,5.43,=,=,IC50,nM,3700.0,IC50,uM,3.7,Cn1c(=O)c2c(ccn2CC(=O)Nc2ccc(OC(F)(F)F)cc2)n(C)c1=O,SLXXZLZVLVMTHQ-UHFFFAOYSA-N
8020984,CHEMBL1949457,F,Cn1c(=O)c2c(ccn2CC(=O)Nc2ccc(C(C)(C)C)cc2)n(C)c1=O,,CHEMBL1944607,2012,CHEMBL1944845,5.51,=,=,IC50,nM,3100.0,IC50,uM,3.1,Cn1c(=O)c2c(ccn2CC(=O)Nc2ccc(C(C)(C)C)cc2)n(C)c1=O,LZLVNQUCQLQASZ-UHFFFAOYSA-N
8020985,CHEMBL1949457,F,CCCCc1ccc(NC(=O)Cn2ccc3c2c(=O)n(C)c(=O)n3C)cc1,,CHEMBL1944607,2012,CHEMBL1944846,5.96,=,=,IC50,nM,1100.0,IC50,uM,1.1,CCCCc1ccc(NC(=O)Cn2ccc3c2c(=O)n(C)c(=O)n3C)cc1,JVXGITYCCXGECN-UHFFFAOYSA-N
8020986,CHEMBL1949457,F,CCCCCCc1ccc(NC(=O)Cn2ccc3c2c(=O)n(C)c(=O)n3C)cc1,,CHEMBL1944607,2012,CHEMBL1944847,5.8,=,=,IC50,nM,1600.0,IC50,uM,1.6,CCCCCCc1ccc(NC(=O)Cn2ccc3c2c(=O)n(C)c(=O)n3C)cc1,ANSVBJGYIJAUDS-UHFFFAOYSA-N
8020987,CHEMBL1949457,F,Cn1c(=O)c2c(ccn2CC(=O)Nc2nc(-c3ccc(F)cc3)cs2)n(C)c1=O,,CHEMBL1944607,2012,CHEMBL1945689,5.39,=,=,IC50,nM,4100.0,IC50,uM,4.1,Cn1c(=O)c2c(ccn2CC(=O)Nc2nc(-c3ccc(F)cc3)cs2)n(C)c1=O,XXAJTWFMFVVGIN-UHFFFAOYSA-N
8020988,CHEMBL1949457,F,Cn1c(=O)c2c(ccn2CC(=O)Nc2nc(-c3ccc(C(F)(F)F)cc3)cs2)n(C)c1=O,,CHEMBL1944607,2012,CHEMBL1946119,5.68,=,=,IC50,nM,2100.0,IC50,uM,2.1,Cn1c(=O)c2c(ccn2CC(=O)Nc2nc(-c3ccc(C(F)(F)F)cc3)cs2)n(C)c1=O,SHLKDPMPLSENMB-UHFFFAOYSA-N
8020989,CHEMBL1949457,F,Cn1c(=O)c2c(ccn2CC(=O)Nc2nc(-c3ccc(F)c(C(F)(F)F)c3)cs2)n(C)c1=O,,CHEMBL1944607,2012,CHEMBL1946120,5.89,=,=,IC50,nM,1300.0,IC50,uM,1.3,Cn1c(=O)c2c(ccn2CC(=O)Nc2nc(-c3ccc(F)c(C(F)(F)F)c3)cs2)n(C)c1=O,DTXASEKLDRHEQO-UHFFFAOYSA-N
8020990,CHEMBL1949457,F,CCCCCCc1ccc(-c2csc(NC(=O)Cn3ccc4c3c(=O)n(C)c(=O)n4C)n2)cc1,,CHEMBL1944607,2012,CHEMBL1946121,5.58,=,=,IC50,nM,2600.0,IC50,uM,2.6,CCCCCCc1ccc(-c2csc(NC(=O)Cn3ccc4c3c(=O)n(C)c(=O)n4C)n2)cc1,AASDZFLETHTKKS-UHFFFAOYSA-N
8021064,CHEMBL1949463,F,COc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,,CHEMBL1944607,2012,CHEMBL1939978,6.89,=,=,IC50,nM,128.0,IC50,nM,128.0,COc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,DRBIJLJBIZNBSI-UHFFFAOYSA-N
10983799,CHEMBL2071976,F,CC(C)C(C)(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,,CHEMBL2069204,2012,CHEMBL2071595,5.5,=,=,IC50,nM,3162.28,pIC50,,5.5,CC(C)C(C)(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,OKTCWLWVPKWVHH-UHFFFAOYSA-N
10983801,CHEMBL2071976,F,O=C(NC(C(=O)c1ccc(Cl)cc1)C1CC1)c1ccccc1,,CHEMBL2069204,2012,CHEMBL2071593,5.7,=,=,IC50,nM,1995.26,pIC50,,5.7,O=C(NC(C(=O)c1ccc(Cl)cc1)C1CC1)c1ccccc1,JGBBKLTUEVDXPM-UHFFFAOYSA-N
10983802,CHEMBL2071976,F,CC(C)(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,,CHEMBL2069204,2012,CHEMBL2071592,6.0,=,=,IC50,nM,1000.0,pIC50,,6.0,CC(C)(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,OSRJLGOOPNGZRD-UHFFFAOYSA-N
10983803,CHEMBL2071976,F,CC(C)C(NC(=O)OC(C)(C)C)C(=O)c1ccc(Cl)cn1,,CHEMBL2069204,2012,CHEMBL2071591,5.3,=,=,IC50,nM,5011.87,pIC50,,5.3,CC(C)C(NC(=O)OC(C)(C)C)C(=O)c1ccc(Cl)cn1,JYVPQGZHLMFNTN-UHFFFAOYSA-N
10983804,CHEMBL2071976,F,CC(C)C(NC(=O)OC(C)(C)C)C(=O)c1ccc(C#N)c(F)c1,,CHEMBL2069204,2012,CHEMBL2071590,5.9,=,=,IC50,nM,1258.93,pIC50,,5.9,CC(C)C(NC(=O)OC(C)(C)C)C(=O)c1ccc(C#N)c(F)c1,XOFOPCOUHWLPJL-UHFFFAOYSA-N
10983805,CHEMBL2071976,F,CC(C)C(NC(=O)OC(C)(C)C)C(=O)c1ccc(C#N)cc1,,CHEMBL2069204,2012,CHEMBL2071589,5.2,=,=,IC50,nM,6309.57,pIC50,,5.2,CC(C)C(NC(=O)OC(C)(C)C)C(=O)c1ccc(C#N)cc1,LZAWPGLJCUXQOP-UHFFFAOYSA-N
10983806,CHEMBL2071976,F,CC(C)C(NC(=O)OC(C)(C)C)C(=O)c1ccc(Cl)cc1,,CHEMBL2069204,2012,CHEMBL2071588,6.0,=,=,IC50,nM,1000.0,pIC50,,6.0,CC(C)C(NC(=O)OC(C)(C)C)C(=O)c1ccc(Cl)cc1,QNZKHXHWRNJPBD-UHFFFAOYSA-N
10983807,CHEMBL2071976,F,CC(C)C(NC(=O)NC(C)(C)C)C(=O)c1ccc(Cl)cc1,,CHEMBL2069204,2012,CHEMBL2071587,5.7,=,=,IC50,nM,1995.26,pIC50,,5.7,CC(C)C(NC(=O)NC(C)(C)C)C(=O)c1ccc(Cl)cc1,OPWGBOAEYGMIKX-UHFFFAOYSA-N
10983808,CHEMBL2071976,F,CC(C)C(NC(=O)N(C)C(C)(C)C)C(=O)c1ccc(Cl)cc1,,CHEMBL2069204,2012,CHEMBL2071586,6.6,=,=,IC50,nM,251.19,pIC50,,6.6,CC(C)C(NC(=O)N(C)C(C)(C)C)C(=O)c1ccc(Cl)cc1,RAQSTFBWMXLVQS-UHFFFAOYSA-N
10983809,CHEMBL2071976,F,CC(C)C(NC(=O)N(C)C(C)(C)C)C(=O)c1ccc(C#N)cc1,,CHEMBL2069204,2012,CHEMBL2071585,5.4,=,=,IC50,nM,3981.07,pIC50,,5.4,CC(C)C(NC(=O)N(C)C(C)(C)C)C(=O)c1ccc(C#N)cc1,OYCZSQKUKRDHOU-UHFFFAOYSA-N
10983810,CHEMBL2071976,F,CC(C)C(NC(=O)N1CCc2ccccc2C1)C(=O)c1ccc(C#N)cc1,,CHEMBL2069204,2012,CHEMBL2071584,5.3,=,=,IC50,nM,5011.87,pIC50,,5.3,CC(C)C(NC(=O)N1CCc2ccccc2C1)C(=O)c1ccc(C#N)cc1,ICZZSPAOWPLMSA-UHFFFAOYSA-N
10983813,CHEMBL2071976,F,CCCCCCCCCC(=O)NC(C(=O)c1ccc(C#N)cc1)C(C)C,,CHEMBL2069204,2012,CHEMBL2071513,5.7,=,=,IC50,nM,1995.26,pIC50,,5.7,CCCCCCCCCC(=O)NC(C(=O)c1ccc(C#N)cc1)C(C)C,JEZYRPUMEHJVEN-UHFFFAOYSA-N
10983814,CHEMBL2071976,F,CC(C)C(NC(=O)c1cc2ccccc2n1C)C(=O)c1ccc(C#N)cc1,,CHEMBL2069204,2012,CHEMBL2071512,5.4,=,=,IC50,nM,3981.07,pIC50,,5.4,CC(C)C(NC(=O)c1cc2ccccc2n1C)C(=O)c1ccc(C#N)cc1,VPUPKQJXPYSPGR-UHFFFAOYSA-N
10983815,CHEMBL2071976,F,Cc1noc(C(C)C)c1C(=O)NC(C(=O)c1ccc(C#N)cc1)C(C)C,,CHEMBL2069204,2012,CHEMBL2071511,5.8,=,=,IC50,nM,1584.89,pIC50,,5.8,Cc1noc(C(C)C)c1C(=O)NC(C(=O)c1ccc(C#N)cc1)C(C)C,UXGWCMBTDPTQJV-UHFFFAOYSA-N
10983816,CHEMBL2071976,F,Cc1noc(-c2ccccc2)c1C(=O)NC(C(=O)c1ccc(C#N)cc1)C(C)C,,CHEMBL2069204,2012,CHEMBL2071510,5.1,=,=,IC50,nM,7943.28,pIC50,,5.1,Cc1noc(-c2ccccc2)c1C(=O)NC(C(=O)c1ccc(C#N)cc1)C(C)C,FUKPSYBHXMJTPH-UHFFFAOYSA-N
10983817,CHEMBL2071976,F,CC(C)C(NC(=O)c1cnoc1C(C)(C)C)C(=O)c1ccc(C#N)cc1,,CHEMBL2069204,2012,CHEMBL2071509,6.0,=,=,IC50,nM,1000.0,pIC50,,6.0,CC(C)C(NC(=O)c1cnoc1C(C)(C)C)C(=O)c1ccc(C#N)cc1,KUOPDXDRBGFUSS-UHFFFAOYSA-N
10983818,CHEMBL2071976,F,CC(C)C(NC(=O)c1ccccc1C(F)(F)F)C(=O)c1ccc(C#N)cc1,,CHEMBL2069204,2012,CHEMBL2071508,5.5,=,=,IC50,nM,3162.28,pIC50,,5.5,CC(C)C(NC(=O)c1ccccc1C(F)(F)F)C(=O)c1ccc(C#N)cc1,RFWQIWOJUKZICG-UHFFFAOYSA-N
10983819,CHEMBL2071976,F,CC(C)C(NC(=O)c1cc(Cl)ccc1C(F)(F)F)C(=O)c1ccc(C#N)cc1,,CHEMBL2069204,2012,CHEMBL2071507,6.4,=,=,IC50,nM,398.11,pIC50,,6.4,CC(C)C(NC(=O)c1cc(Cl)ccc1C(F)(F)F)C(=O)c1ccc(C#N)cc1,GDCSGNPQQSANAH-UHFFFAOYSA-N
10983821,CHEMBL2071976,F,CC(C)C(NC(=O)c1ccc(Cl)cc1F)C(=O)c1ccc(C#N)cc1,,CHEMBL2069204,2012,CHEMBL2071505,5.5,=,=,IC50,nM,3162.28,pIC50,,5.5,CC(C)C(NC(=O)c1ccc(Cl)cc1F)C(=O)c1ccc(C#N)cc1,JGPICCTXSJGRDH-UHFFFAOYSA-N
10983822,CHEMBL2071976,F,CC(C)C(NC(=O)c1ccc(Cl)cc1Cl)C(=O)c1ccc(C#N)cc1,,CHEMBL2069204,2012,CHEMBL2071504,5.3,=,=,IC50,nM,5011.87,pIC50,,5.3,CC(C)C(NC(=O)c1ccc(Cl)cc1Cl)C(=O)c1ccc(C#N)cc1,PHNSUXWWTIXLNZ-UHFFFAOYSA-N
10983823,CHEMBL2071976,F,COc1ccc(C(=O)NC(C(=O)c2ccc(C#N)cc2)C(C)C)cc1,,CHEMBL2069204,2012,CHEMBL2071503,4.9,=,=,IC50,nM,12589.25,pIC50,,4.9,COc1ccc(C(=O)NC(C(=O)c2ccc(C#N)cc2)C(C)C)cc1,MWEJPRYWFKNEQK-UHFFFAOYSA-N
10983824,CHEMBL2071976,F,CC(C)C(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccc(C#N)cc1,,CHEMBL2069204,2012,CHEMBL2071502,6.4,=,=,IC50,nM,398.11,pIC50,,6.4,CC(C)C(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccc(C#N)cc1,QXOZMIUQRZZTIE-UHFFFAOYSA-N
10983828,CHEMBL2071976,F,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(C#N)cc1,,CHEMBL2069204,2012,CHEMBL2071498,5.4,=,=,IC50,nM,3981.07,pIC50,,5.4,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(C#N)cc1,SDKINESYISJNHI-UHFFFAOYSA-N
10983829,CHEMBL2071976,F,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)c(Cl)c1,,CHEMBL2069204,2012,CHEMBL2071497,5.4,=,=,IC50,nM,3981.07,pIC50,,5.4,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)c(Cl)c1,KEQCKEFNTDXKBN-UHFFFAOYSA-N
10983831,CHEMBL2071976,F,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(Br)cc1,,CHEMBL2069204,2012,CHEMBL2071495,5.1,=,=,IC50,nM,7943.28,pIC50,,5.1,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(Br)cc1,DKKPQUFSNQFNET-UHFFFAOYSA-N
10983833,CHEMBL2071976,F,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,,CHEMBL2069204,2012,CHEMBL2071494,6.0,=,=,IC50,nM,1000.0,pIC50,,6.0,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,JKROEASKFSYUDV-UHFFFAOYSA-N
10983834,CHEMBL2071976,F,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,,CHEMBL2069204,2012,CHEMBL2071494,5.6,=,=,IC50,nM,2511.89,pIC50,,5.6,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,JKROEASKFSYUDV-UHFFFAOYSA-N
10983835,CHEMBL2071976,F,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(F)cc1,,CHEMBL2069204,2012,CHEMBL2071493,5.3,=,=,IC50,nM,5011.87,pIC50,,5.3,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(F)cc1,XNPOFWWRLXGGEI-UHFFFAOYSA-N
