molecule_chembl_id,canonical_smiles,std_smiles,inchikey,mw
CHEMBL9344,OCC1OC(n2cnc3c(O)ncnc32)CC(O)C1O,OCC1OC(n2cnc3c(O)ncnc32)CC(O)C1O,SMXPWAHHCHYHHA-UHFFFAOYSA-N,282.25600000000003
CHEMBL8769,CC(=O)Nc1ccc(/C=C/c2ccc(C#N)cc2)cc1,CC(=O)Nc1ccc(/C=C/c2ccc(C#N)cc2)cc1,HGVYNVVDNDXNOG-NSCUHMNNSA-N,262.312
CHEMBL273971,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccccc4)[C@H](O)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccccc4)[C@H](O)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,HGRWMEQEVZMDCV-SECPTIAKSA-N,854.0910000000002
CHEMBL8594,CC(C)(C)c1cc(C(=O)/C=C/c2ccsc2)cc(C(C)(C)C)c1O,CC(C)(C)c1cc(C(=O)/C=C/c2ccsc2)cc(C(C)(C)C)c1O,CHYVJBHFONPIEQ-BQYQJAHWSA-N,342.50400000000013
CHEMBL6437,CN1CCN2c3ccccc3Cc3ccccc3C2C1,CN1CCN2c3ccccc3Cc3ccccc3C2C1,UEQUQVLFIPOEMF-UHFFFAOYSA-N,264.372
CHEMBL9637,Oc1ccc(/N=C(\S)Nc2ccc(O)cc2)cc1,Oc1ccc(/N=C(\S)Nc2ccc(O)cc2)cc1,OXQMYTLVQRRPJB-UHFFFAOYSA-N,260.31800000000004
CHEMBL7203,CCC(c1ccc(O)cc1)C(CCCl)c1ccc(O)cc1,CCC(c1ccc(O)cc1)C(CCCl)c1ccc(O)cc1,YRQVDOXOSANGJQ-UHFFFAOYSA-N,304.817
CHEMBL269064,NC(=O)C[C@H](NC(=O)c1ccccc1Br)C(=O)O,NC(=O)C[C@H](NC(=O)c1ccccc1Br)C(=O)O,YAGCWDMDFGMAMA-QMMMGPOBSA-N,315.12300000000005
CHEMBL274877,Cc1ccc(C(=O)NCC(=O)O)cc1,Cc1ccc(C(=O)NCC(=O)O)cc1,NRSCPTLHWVWLLH-UHFFFAOYSA-N,193.20200000000003
CHEMBL6391,Cc1c(CC(C)N)ccc2c1OCO2,Cc1c(CC(C)N)ccc2c1OCO2,WVACHJAKQMSYSU-UHFFFAOYSA-N,193.24599999999995
CHEMBL6357,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccccn2)cc1,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccccn2)cc1,NOSAAJVWVAGBEH-UHFFFAOYSA-N,437.5030000000001
CHEMBL8808,CC(C)Nc1ccc2c(c1)CC(N)(C(=O)O)CC2,CC(C)Nc1ccc2c(c1)CC(N)(C(=O)O)CC2,SFRMUMOURGTOLB-UHFFFAOYSA-N,248.32599999999994
CHEMBL9728,CCN(Cc1ccc(S(=O)(=O)N2CCNCC2)cc1)c1ccc2c3c(cccc13)C(=O)N2,CCN(Cc1ccc(S(=O)(=O)N2CCNCC2)cc1)c1ccc2c3c(cccc13)C(=O)N2,WMRFGDPYELNHRJ-UHFFFAOYSA-N,450.56400000000014
CHEMBL404992,CCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1,CCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1,ROSKSLIDABRGDY-UHFFFAOYSA-N,306.4530000000001
CHEMBL8278,CCCC(=O)Nc1ccccc1Oc1cccc(OC)c1,CCCC(=O)Nc1ccccc1Oc1cccc(OC)c1,UXGVAIGAHMJCIK-UHFFFAOYSA-N,285.343
CHEMBL7167,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C(=C/Cn2oc(=O)[nH]c2=O)C(C)(C)C)c1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C(=C/Cn2oc(=O)[nH]c2=O)C(C)(C)C)c1,MAERPRHUIYHNNX-MTJSOVHGSA-N,529.5150000000003
CHEMBL7637,CCCC(=O)Nc1ccc(S(=O)(=O)c2cccc(OC)c2)cc1,CCCC(=O)Nc1ccc(S(=O)(=O)c2cccc(OC)c2)cc1,DZCMTJYCNYEEMI-UHFFFAOYSA-N,333.40900000000005
CHEMBL7617,CN1CCN(C2=Cc3ccccc3Cc3ccc(Cl)cc32)CC1,CN1CCN(C2=Cc3ccccc3Cc3ccc(Cl)cc32)CC1,SFRWZRKAHVGRFO-UHFFFAOYSA-N,324.8550000000001
CHEMBL9757,CC1CCOC(=O)/C=C/C=C\C(=O)O[C@@H]2C[C@H]3O[C@@H]4C[C@@H](C)[C@@H](O)C[C@]4(COC(=O)C1O)[C@]2(C)C31CO1,CC1CCOC(=O)/C=C/C=C\C(=O)O[C@@H]2C[C@H]3O[C@@H]4C[C@@H](C)[C@@H](O)C[C@]4(COC(=O)C1O)[C@]2(C)C31CO1,ZXJNGNSKZPGCAW-ADWVHJPISA-N,520.5750000000004
CHEMBL266221,C1=NCCc2c1[nH]c1ccccc21,C1=NCCc2c1[nH]c1ccccc21,NTYXKFHKVREUMR-UHFFFAOYSA-N,170.215
CHEMBL6334,c1cc(CN2CCN(C[C@@H]3CCCN3)CC2)ccn1,c1cc(CN2CCN(C[C@@H]3CCCN3)CC2)ccn1,VPZLPAKJZIZIHZ-HNNXBMFYSA-N,260.38499999999993
CHEMBL6980,Cc1c([N+](=O)[O-])oc2ccc3ccccc3c12,Cc1c([N+](=O)[O-])oc2ccc3ccccc3c12,CVUUOLKFENQCEZ-UHFFFAOYSA-N,227.219
CHEMBL9026,CC(C)Oc1cccc(-n2c(CCc3c[nH]c4cc(Br)ccc34)nc3ccccc3c2=O)c1,CC(C)Oc1cccc(-n2c(CCc3c[nH]c4cc(Br)ccc34)nc3ccccc3c2=O)c1,GDXAZRKIDZCGBN-UHFFFAOYSA-N,502.4120000000001
CHEMBL6237,O=C(c1ccccc1)c1cccc(-n2ncc(=O)[nH]c2=O)c1,O=C(c1ccccc1)c1cccc(-n2ncc(=O)[nH]c2=O)c1,IHGFTWKQXYXZNJ-UHFFFAOYSA-N,293.28200000000004
CHEMBL268100,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cccc(C#N)c2)cc1,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cccc(C#N)c2)cc1,SWZBDJQINXKZCI-UHFFFAOYSA-N,461.52500000000015
CHEMBL9483,CCCCCCc1cc(C)c2ccccc2n1,CCCCCCc1cc(C)c2ccccc2n1,AVQOQWIDKGOSAM-UHFFFAOYSA-N,227.351
CHEMBL269264,Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,UQHKJRCFSLMWIA-UHFFFAOYSA-N,398.4660000000001
CHEMBL274435,O=P(O)(O)C(F)(F)c1ccc(/C=C/CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2ccccc2)n2nnc3ccccc32)cc1,O=P(O)(O)C(F)(F)c1ccc(/C=C/CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2ccccc2)n2nnc3ccccc32)cc1,IQWGAAHPACZIDQ-VOTSOKGWSA-N,675.512
CHEMBL6440,CN1Cc2c(C(=O)OCC3CC3)ncn2-c2ccc(Cl)cc2C1=O,CN1Cc2c(C(=O)OCC3CC3)ncn2-c2ccc(Cl)cc2C1=O,DRCWBQAOFNLXIV-UHFFFAOYSA-N,345.78600000000006
CHEMBL6234,O=C([C@@H]1CCCN1)N1CCN(Cc2cccnc2)CC1,O=C([C@@H]1CCCN1)N1CCN(Cc2cccnc2)CC1,GKYJISXEGKBJGV-AWEZNQCLSA-N,274.3680000000001
CHEMBL8969,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNC(=O)CCCCCCC(=O)ON4C(=O)CCC4=O)cc3)[nH]c2n(CCC)c1=O,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNC(=O)CCCCCCC(=O)ON4C(=O)CCC4=O)cc3)[nH]c2n(CCC)c1=O,WLCXTJZFBVFWHJ-UHFFFAOYSA-N,681.7470000000002
CHEMBL9735,CC(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(C)=O,CC(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(C)=O,JQWQQDDZJGLLET-PMACEKPBSA-N,354.45000000000005
CHEMBL266348,Cc1c(N2CC[C@@H](CN)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12,Cc1c(N2CC[C@@H](CN)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12,TZCXKIMEEQCHGV-ZMLRMANQSA-N,392.40600000000006
CHEMBL414402,COc1cccc2cc(C(=O)c3cc4ccccc4[nH]3)[nH]c12,COc1cccc2cc(C(=O)c3cc4ccccc4[nH]3)[nH]c12,OATAATAPIWYBRK-UHFFFAOYSA-N,290.32199999999995
CHEMBL9517,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(Cl)c(Cl)c1)CN2,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(Cl)c(Cl)c1)CN2,RYXHPKXJBBAPCB-UHFFFAOYSA-N,380.235
CHEMBL9786,COc1cnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)cc1OC,COc1cnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)cc1OC,QHJAZTPZMQWHLD-UHFFFAOYSA-N,383.3760000000001
CHEMBL266817,COc1ccc(Cn2cnc3c(N(C)C)ncnc32)cc1,COc1ccc(Cn2cnc3c(N(C)C)ncnc32)cc1,WHBQKZUXPCAMJE-UHFFFAOYSA-N,283.33500000000004
CHEMBL6456,Oc1ccc(/C(=C(/c2ccccc2)C(F)(F)F)C(F)(F)F)cc1,Oc1ccc(/C(=C(/c2ccccc2)C(F)(F)F)C(F)(F)F)cc1,RTRMULGGHHCQSN-BUHFOSPRSA-N,332.243
CHEMBL8029,N#CN/C(=N/c1cccc(Cl)c1)NC(Cn1ccnc1)c1ccc(Cl)cc1Cl,N#CN/C(=N/c1cccc(Cl)c1)NC(Cn1ccnc1)c1ccc(Cl)cc1Cl,JWCDMFSLLGMXNN-UHFFFAOYSA-N,433.73000000000013
CHEMBL7791,O=C1c2ccc(OCc3ccccc3)cc2CCC1CC(=O)N1CCC(c2ccccc2)CC1,O=C1c2ccc(OCc3ccccc3)cc2CCC1CC(=O)N1CCC(c2ccccc2)CC1,VFZHAZYDXSIRHK-UHFFFAOYSA-N,453.58200000000033
CHEMBL7869,CN(C)C(=O)[C@]12CCC(C)(C)CC1C1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,CN(C)C(=O)[C@]12CCC(C)(C)CC1C1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,YPQNGKZSKASBRT-TWSKLZPESA-N,518.7420000000004
CHEMBL268786,Nc1nc(S)nc2ccc(Sc3ccc4ccccc4c3)cc12,Nc1nc(S)nc2ccc(Sc3ccc4ccccc4c3)cc12,UAZUKMLXGIJJRM-UHFFFAOYSA-N,335.45700000000005
CHEMBL275735,COc1cc(C(=O)/C(C)=C/c2ccc3c(c2)OCO3)cc(OC)c1OC,COc1cc(C(=O)/C(C)=C/c2ccc3c(c2)OCO3)cc(OC)c1OC,QAIZVRXELIUDMQ-KPKJPENVSA-N,356.37400000000014
CHEMBL8295,C=C1CC2(CCCc3ccccc32)OC1=O,C=C1CC2(CCCc3ccccc32)OC1=O,ISIQOXGBFBNCCJ-UHFFFAOYSA-N,214.26399999999998
CHEMBL426,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,FBOZXECLQNJBKD-UHFFFAOYSA-N,454.44700000000023
CHEMBL553108,CCCc1ccc(S(=O)(=O)N[C@@H](CC#Cc2ccc(NC)cc2)C(=O)N(C)C2CCCC2)cc1,CCCc1ccc(S(=O)(=O)N[C@@H](CC#Cc2ccc(NC)cc2)C(=O)N(C)C2CCCC2)cc1,VNEQUOUVFXAVMH-SANMLTNESA-N,481.66200000000026
CHEMBL269294,O=C(N[C@H](Cc1ccc2ccccc2c1)C(=O)O)c1ccccc1Br,O=C(N[C@H](Cc1ccc2ccccc2c1)C(=O)O)c1ccccc1Br,CKTMVJJCJZZQTH-GOSISDBHSA-N,398.25600000000003
CHEMBL428480,NC(=O)[C@H](Cc1ccc2ccccc2c1)NCc1c[nH]c2ccccc12,NC(=O)[C@H](Cc1ccc2ccccc2c1)NCc1c[nH]c2ccccc12,HHYJJFFVZCZRNO-NRFANRHFSA-N,343.43000000000006
CHEMBL7421,CC[C@@H]1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2N[C@@H]1CC,CC[C@@H]1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2N[C@@H]1CC,LOVUSVPDJMJWAS-NOZJJQNGSA-N,324.34600000000006
CHEMBL7619,Oc1cc2c(cc1Sc1ccccc1)OCC2,Oc1cc2c(cc1Sc1ccccc1)OCC2,MWFNSWRXQDPKQQ-UHFFFAOYSA-N,244.31499999999997
CHEMBL24,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,METKIMKYRPQLGS-UHFFFAOYSA-N,266.34099999999995
CHEMBL6834,CC1=CC2[C@@]3(O)[C@H](C)C[C@]4(OC(=O)CCCCCCC[C@H]5C[C@@H]5C)[C@H]([C@@H]3C(C)=C(CO)C[C@]2(O)C1=O)C4(C)C,CC1=CC2[C@@]3(O)[C@H](C)C[C@]4(OC(=O)CCCCCCC[C@H]5C[C@@H]5C)[C@H]([C@@H]3C(C)=C(CO)C[C@]2(O)C1=O)C4(C)C,HYMYZKAGLLSVMV-ZRBIGWEPSA-N,542.7570000000003
CHEMBL266025,CC1(C)N=C(N)N=C(N)N1c1cccc(OCCOc2ccccc2)c1,CC1(C)N=C(N)N=C(N)N1c1cccc(OCCOc2ccccc2)c1,FLSFYHOJHGHMRO-UHFFFAOYSA-N,353.42600000000004
CHEMBL266591,Cc1[nH]c2ccc(O)cc2c1CCN,Cc1[nH]c2ccc(O)cc2c1CCN,WYWNEDARFVJQSG-UHFFFAOYSA-N,190.24599999999992
CHEMBL7629,CN(C)c1ncnc2c1ncn2Cc1ccc(C#N)cc1,CN(C)c1ncnc2c1ncn2Cc1ccc(C#N)cc1,CUROLVOKDFSRLS-UHFFFAOYSA-N,278.31899999999996
CHEMBL6363,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccccc1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccccc1,ZKEKOOJDMYTEMP-UHFFFAOYSA-N,307.309
CHEMBL266145,CC1=C(c2ccc(-n3ccnc3)cc2)CNC1=O,CC1=C(c2ccc(-n3ccnc3)cc2)CNC1=O,LFSVTQCVEVAXED-UHFFFAOYSA-N,239.278
CHEMBL7036,O=C(OC[C@H]1C[C@@H]2O[C@H]1[C@H]1C(=O)OC(=O)[C@H]12)c1cccc(Oc2ccccc2)c1,O=C(OC[C@H]1C[C@@H]2O[C@H]1[C@H]1C(=O)OC(=O)[C@H]12)c1cccc(Oc2ccccc2)c1,DUSDRKIBWMLPMJ-QWQQUQAHSA-N,394.3790000000001
CHEMBL6866,CC(C)Nc1ccc(N2CCN(C(=O)c3ccc4[nH]ccc4c3)CC2)nc1,CC(C)Nc1ccc(N2CCN(C(=O)c3ccc4[nH]ccc4c3)CC2)nc1,VRPNTFMBIIIQSN-UHFFFAOYSA-N,363.4650000000001
CHEMBL9534,COc1cccc(N(CC(=O)N(C)c2ccccc2)C(=O)CNC(=O)Nc2cccc(C)c2)c1,COc1cccc(N(CC(=O)N(C)c2ccccc2)C(=O)CNC(=O)Nc2cccc(C)c2)c1,IKCMNOLFQSPMGM-UHFFFAOYSA-N,460.5340000000002
CHEMBL268429,CC(=O)Oc1cccc(/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)c1,CC(=O)Oc1cccc(/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)c1,KXJVUJRSNJHQAA-IJXILNRDSA-N,350.5020000000002
CHEMBL8550,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)C1CC1)OCO3,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)C1CC1)OCO3,YMLQEUUIRLVQRB-UHFFFAOYSA-N,363.4170000000002
CHEMBL7334,Oc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1O,Oc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1O,OASBIGBNMZTLBE-UHFFFAOYSA-N,294.27000000000004
CHEMBL269773,Cc1c(C)c2c(c(C)c1O)C(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)C(C)(C)O2,Cc1c(C)c2c(c(C)c1O)C(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)C(C)(C)O2,UQTBFJKRXXWVLC-BKUYFWCQSA-N,496.6290000000002
CHEMBL275687,COC(=O)CNP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,COC(=O)CNP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,RIFUFUCBOKDLQN-SGSXECEGSA-N,434.3930000000002
CHEMBL7134,Nc1nc(N)c2c(CCc3ccc4ccccc4c3)cccc2n1,Nc1nc(N)c2c(CCc3ccc4ccccc4c3)cccc2n1,OICSWALALWBGPH-UHFFFAOYSA-N,314.39200000000005
CHEMBL9199,CCOC(=O)C1=NO[C@]2(C(=O)CO)[C@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,CCOC(=O)C1=NO[C@]2(C(=O)CO)[C@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,PKNLYAAUFTXMLE-OPMZGQBISA-N,475.51300000000026
CHEMBL9370,COC(=O)C[C@@H](c1ccc(OC)nc1)N(C)C(=O)CCCCc1nc2c(cc1[N+](=O)[O-])CCCN2,COC(=O)C[C@@H](c1ccc(OC)nc1)N(C)C(=O)CCCCc1nc2c(cc1[N+](=O)[O-])CCCN2,PGSNGOGCWPCEDH-IBGZPJMESA-N,485.5410000000004
CHEMBL266195,C=CCc1ccccc1OCC(O)CNC(C)C,C=CCc1ccccc1OCC(O)CNC(C)C,PAZJSJFMUHDSTF-UHFFFAOYSA-N,249.35399999999996
CHEMBL9550,COC(=O)C[C@@H](c1ccc(OC)nc1)N(C)C(=O)CCCCc1nc2c(cc1NS(C)(=O)=O)CCCN2,COC(=O)C[C@@H](c1ccc(OC)nc1)N(C)C(=O)CCCCc1nc2c(cc1NS(C)(=O)=O)CCCN2,BPFSDEAWEWNYMO-NRFANRHFSA-N,533.6510000000003
CHEMBL8613,CCOc1ccc2[nH]c3c(S)nncc3c2c1,CCOc1ccc2[nH]c3c(S)nncc3c2c1,UZEWIAZGJIKVML-UHFFFAOYSA-N,245.30700000000002
CHEMBL268889,c1ccc(-c2nc3n(c2-c2ccc4c(c2)OCO4)CCC3)nc1,c1ccc(-c2nc3n(c2-c2ccc4c(c2)OCO4)CCC3)nc1,MUYFXUIFVHSJSW-UHFFFAOYSA-N,305.33700000000005
CHEMBL274775,O=C(O)CN1C(=O)c2ccccc2CCc2ccccc21,O=C(O)CN1C(=O)c2ccccc2CCc2ccccc21,PPDITWWAUXVIGN-UHFFFAOYSA-N,281.311
CHEMBL275341,Cc1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3)c3ccccc3nc12,Cc1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3)c3ccccc3nc12,BGCDRFRIYSWZDU-UHFFFAOYSA-N,377.4690000000001
CHEMBL267863,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccc(N)cc4)nn3)[C@H]2S1(=O)=O,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccc(N)cc4)nn3)[C@H]2S1(=O)=O,QEYUTORLTFVDOI-VNHYZAJKSA-N,405.4360000000001
CHEMBL267178,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(=O)NO)C(C)C)cc1,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(=O)NO)C(C)C)cc1,BSIZUMJRKYHEBR-QGZVFWFLSA-N,393.4650000000001
CHEMBL276473,O=C(/C=C/c1ccccc1)c1ccc(O)cc1,O=C(/C=C/c1ccccc1)c1ccc(O)cc1,UAHGNXFYLAJDIN-IZZDOVSWSA-N,224.25900000000001
CHEMBL414184,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C=C/Cn2oc(=O)[nH]c2=O)c1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C=C/Cn2oc(=O)[nH]c2=O)c1,NSNXEAAXFVIWJN-HWKANZROSA-N,473.4070000000002
CHEMBL7738,CCOC(=O)C(=O)/C=C1\C=C(OC)C=C(O)O1,CCOC(=O)C(=O)/C=C1\C=C(OC)C=C(O)O1,RTKKQOAPTBOXDP-VMPITWQZSA-N,240.21099999999998
CHEMBL6444,Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2Cl)on1,Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2Cl)on1,FCSKOFQQCWLGMV-UHFFFAOYSA-N,348.8300000000001
CHEMBL9157,COc1ccc(C2=C(C)C(=O)NC2)cc1OC,COc1ccc(C2=C(C)C(=O)NC2)cc1OC,NAWWKDRRTUVBBZ-UHFFFAOYSA-N,233.26699999999997
CHEMBL276374,COCc1c(C)nn(-c2ccccc2)c1-c1ccccc1,COCc1c(C)nn(-c2ccccc2)c1-c1ccccc1,GGHOLKQZQAXRLS-UHFFFAOYSA-N,278.355
CHEMBL8692,CCCCCC(O)c1cccc(Oc2ccc3ccccc3n2)c1,CCCCCC(O)c1cccc(Oc2ccc3ccccc3n2)c1,HXCXPHNMRPMFTG-UHFFFAOYSA-N,321.42
CHEMBL8412,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,TZJUVVIWVWFLCD-UHFFFAOYSA-N,401.49200000000013
CHEMBL267697,O=C1NC(=O)/C(=C/c2ccc(C(=O)NC[C@@H]3C[C@@H](OCc4ccccc4-c4ccccc4)CN3C(=O)c3ccccc3C(=O)c3ccc(F)cc3F)cc2)S1,O=C1NC(=O)/C(=C/c2ccc(C(=O)NC[C@@H]3C[C@@H](OCc4ccccc4-c4ccccc4)CN3C(=O)c3ccccc3C(=O)c3ccc(F)cc3F)cc2)S1,UHELBOJXUPVRLQ-WDRWBBAQSA-N,757.8150000000003
CHEMBL268855,CN(C)c1cccc2c(S(=O)(=O)Nc3ccccn3)cccc12,CN(C)c1cccc2c(S(=O)(=O)Nc3ccccn3)cccc12,QTTGUFALNOXXDZ-UHFFFAOYSA-N,327.409
CHEMBL275007,Cc1ccc(N(CC(=O)O)C(=O)c2ccccc2)cc1,Cc1ccc(N(CC(=O)O)C(=O)c2ccccc2)cc1,IZBVPKXZYVQSFQ-UHFFFAOYSA-N,269.3
CHEMBL269361,COc1ccc(C(=O)c2ccc3n2CCCC3C(=O)O)cc1,COc1ccc(C(=O)c2ccc3n2CCCC3C(=O)O)cc1,SNYFALKQFAOOEL-UHFFFAOYSA-N,299.32599999999996
CHEMBL261922,CC(CNC(=O)c1cc2cc(Cl)ccc2[nH]1)Cn1ccnc1,CC(CNC(=O)c1cc2cc(Cl)ccc2[nH]1)Cn1ccnc1,PAXODAHNIGRLDN-UHFFFAOYSA-N,316.79200000000003
CHEMBL267850,CC(C)[C@@H]1CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,CC(C)[C@@H]1CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,LGNMYPWWRADFMJ-LBPRGKRZSA-N,310.319
CHEMBL47,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,GVJHHUAWPYXKBD-IEOSBIPESA-N,430.7170000000003
CHEMBL268055,CC12N[C@H](Cc3ccccc31)c1ccccc12,CC12N[C@H](Cc3ccccc31)c1ccccc12,LBOJYSIDWZQNJS-AAFJCEBUSA-N,221.303
CHEMBL7643,O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc2c(c1)CCC2,O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc2c(c1)CCC2,JQJSFAJISYZPER-UHFFFAOYSA-N,350.82700000000017
CHEMBL7055,N#Cc1ccc2nc(N3CCNCC3)cnc2c1,N#Cc1ccc2nc(N3CCNCC3)cnc2c1,CJYRCGCHBUJFCY-UHFFFAOYSA-N,239.28199999999998
CHEMBL7872,Cc1ccccc1Oc1cnc(O)nc1,Cc1ccccc1Oc1cnc(O)nc1,ZUOUIFQBQUJMEU-UHFFFAOYSA-N,202.21300000000002
CHEMBL266533,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccc(Cl)s3)s2)CCN1Cc1cc2[nH]cccc-2n1,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccc(Cl)s3)s2)CCN1Cc1cc2[nH]cccc-2n1,XQONFWKWEMVRAJ-AWEZNQCLSA-N,493.03500000000025
CHEMBL7978,CN(C)c1ncnc2c1ncn2Cc1ccc(O)cc1,CN(C)c1ncnc2c1ncn2Cc1ccc(O)cc1,OHPHKSYDILBCSO-UHFFFAOYSA-N,269.308
CHEMBL8069,COc1ccc(Cl)c(C2(F)C(=O)Nc3c(C#N)cccc32)c1,COc1ccc(Cl)c(C2(F)C(=O)Nc3c(C#N)cccc32)c1,YVQQRDMMEJVMGI-UHFFFAOYSA-N,316.719
CHEMBL8730,N=C(N)NCCC[C@@H](NCc1c[nH]c2ccccc12)C(N)=O,N=C(N)NCCC[C@@H](NCc1c[nH]c2ccccc12)C(N)=O,FFEMNDCABCQPCS-CYBMUJFWSA-N,302.3820000000001
CHEMBL7386,Cc1cc([N+](=O)[O-])ccc1C(=O)OCC(O)CNC(C)(C)C,Cc1cc([N+](=O)[O-])ccc1C(=O)OCC(O)CNC(C)(C)C,UFDVHWZYCKEZLH-UHFFFAOYSA-N,310.3500000000001
CHEMBL417243,c1ccc(COc2ccc(Cc3ccc(NC4=NCCN4)cc3)cc2)cc1,c1ccc(COc2ccc(Cc3ccc(NC4=NCCN4)cc3)cc2)cc1,GMUIKVPURQDOIP-UHFFFAOYSA-N,357.457
