inchikey,standard_type,std_smiles,molecule_chembl_id,pchembl_median,pchembl_min,pchembl_max,pchembl_std,n_measurements,assay_types,year_min,year_max,scaffold,split
UVOLYTDXHDXWJU-UHFFFAOYSA-N,IC50,CCCCCc1cc(O)c2c(c1)OC(C)(CCC=C(C)C)C=C2,CHEMBL422704,6.43,6.43,6.43,,1,B,2021,2021,C1=Cc2ccccc2OC1,val
UVSNLHFJAUUNSA-UHFFFAOYSA-N,IC50,COc1cc2ncnc(Oc3ccc(F)cc3F)c2cc1OC,CHEMBL3297779,5.92,5.92,5.92,,1,B,2014,2014,c1ccc(Oc2ncnc3ccccc23)cc1,train
UWDLUBUGDCCBFZ-UHFFFAOYSA-N,IC50,CN1C(=O)c2c(ncn2CC(=O)Nc2nc(-c3ccc(Br)cc3)cs2)N2CCN=C12,CHEMBL3924146,6.04,6.04,6.04,,1,B,2015,2015,O=C(Cn1cnc2c1C(=O)NC1=NCCN12)Nc1nc(-c2ccccc2)cs1,train
UWMCTQWPZDKBJF-UHFFFAOYSA-N,IC50,CCCCOc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,CHEMBL1939836,6.51,6.51,6.51,,1,F,2012,2012,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,train
UXBMNEVNXIVWQJ-UKRRQHHQSA-N,IC50,Cn1cnc2ncn(Cc3nn([C@@H]4CC[C@@H](c5cccc(F)c5)C4)c(=O)o3)c(=O)c21,CHEMBL6035319,7.12,7.12,7.12,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(C2CCC(c3ccccc3)C2)c(=O)o1,train
UXGWCMBTDPTQJV-UHFFFAOYSA-N,IC50,Cc1noc(C(C)C)c1C(=O)NC(C(=O)c1ccc(C#N)cc1)C(C)C,CHEMBL2071511,5.75,5.7,5.8,0.0707106781186545,2,F,2012,2012,O=C(CNC(=O)c1cnoc1)c1ccccc1,train
UYKCJYVCQPMHNT-HWWDLCQESA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc7c(cnn7C)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5847873,6.85,6.85,6.85,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccc5[nH]ncc5c4)CC32)no1,test
UZJUTLNJTZTLIT-DZGCQCFKSA-N,IC50,Cc1ncn2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c12,CHEMBL5987185,7.755000000000001,7.69,7.82,0.0919238815542507,2,B,2020,2020,O=c1c2cncn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
UZYVKXQRCHHNOU-UHFFFAOYSA-N,IC50,Cc1ccnc2ncn(Cc3nc(CCc4ccc(Cl)cc4)no3)c(=O)c12,CHEMBL3787249,7.8,7.8,7.8,,1,B,2016,2016,O=c1c2cccnc2ncn1Cc1nc(CCc2ccccc2)no1,train
VAMUXLNWFXEYKM-HDMKZQKVSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc(C#N)c(F)c6)C[C@H]54)no3)c(=O)c21,CHEMBL5783225,7.994999999999999,7.71,8.28,0.4030508652763319,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,train
VAQHWBGAUVOQKD-UHFFFAOYSA-N,IC50,Cc1ccc(CCn2nc(Cn3cnc4ncn(C)c4c3=O)oc2=O)cc1,CHEMBL5878226,6.9,6.9,6.9,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,train
VATHVJGDHKTADD-WCQYABFASA-N,IC50,Cn1cnc2nc(N)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c2c1=O,CHEMBL5782958,6.695,6.33,7.06,0.516187950266179,2,B,2020,2020,O=c1[nH]cnc2ncn(Cc3nc(C4COC(c5ccccc5)C4)no3)c12,train
VAUMAOIZDODPOE-WCQYABFASA-N,IC50,Cn1nnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL5956384,8.440000000000001,8.31,8.57,0.1838477631085015,2,B,2020,2020,O=c1c2[nH]nnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
VAUVHMUBXCTTST-UHFFFAOYSA-N,IC50,Cc1nc2c(c(=O)n(Cc3ccccn3)c(=O)n2C)n1CC(=O)Nc1cccc(-c2ccc(F)c(F)c2)n1,CHEMBL5932773,7.27,7.27,7.27,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cccc(-c2ccccc2)n1,train
VAYDAGLRIHWYGW-QMMMGPOBSA-N,IC50,Cc1oc2ncn(Cc3nnn(C[C@H](O)c4ccc(Cl)s4)n3)c(=O)c2c1C(N)=O,CHEMBL5995435,7.7,7.7,7.7,,1,B,2023,2023,O=c1c2ccoc2ncn1Cc1nnn(CCc2cccs2)n1,train
VBAQWZDXFYJLPZ-KDOFPFPSSA-N,IC50,O=C(NCc1ncc(F)c(-c2ccc(C(F)(F)F)nc2)c1F)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5795181,6.65,6.65,6.65,,1,B,2022,2022,O=C(NCc1cc(-c2cccnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,train
VBARHQQFLPIUTB-UHFFFAOYSA-N,IC50,CC(CCO)CC(C)c1ccccc1,CHEMBL5595901,4.7,4.7,4.7,,1,B,2024,2024,c1ccccc1,train
VBECZLUYZDGVPW-UHFFFAOYSA-N,IC50,COc1nn(-c2ccc(C(F)(F)F)cc2)cc1CNC(=O)C1CCC1(C)S(=O)(=O)c1ccc(F)cc1,CHEMBL5888715,7.42,7.14,7.42,0.1616580753730956,3,B,2020,2020,O=C(NCc1cnn(-c2ccccc2)c1)C1CCC1S(=O)(=O)c1ccccc1,train
VBGLYOIFKLUMQG-UHFFFAOYSA-N,IC50,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,CHEMBL74415,6.54,6.4,6.68,0.1979898987322328,2,B,2021,2021,c1ccc2c(c1)COc1ccccc1-2,train
VBHUAEAMIBSWPP-BXHXUVEDSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4C[C@](O)(c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL6048714,6.19,6.19,6.19,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,train
VCXGBNHNTXKUCT-UHFFFAOYSA-N,IC50,O=C(NCC(Cc1ccc(Br)cc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1,CHEMBL3983430,7.92,7.92,7.92,,1,B,2016,2016,O=C(NCC(Cc1ccccc1)N1CCCCC1)C1(c2ccccc2)CCCC1,train
VDBSUBROLBYPGD-HDMKZQKVSA-N,IC50,O=c1c2cccnc2ncn1Cc1nc([C@@H]2[C@H]3C=C(c4cc(Cl)ccn4)C[C@H]32)no1,CHEMBL5810932,6.97,6.88,7.06,0.1272792206135783,2,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,val
VDBSUBROLBYPGD-VKJFTORMSA-N,IC50,O=c1c2cccnc2ncn1Cc1nc([C@H]2[C@@H]3C=C(c4cc(Cl)ccn4)C[C@@H]32)no1,CHEMBL5853567,6.6,6.5,6.7,0.1414213562373099,2,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,val
VDCOJMKBACDIHW-UHFFFAOYSA-N,IC50,CC(C)(C)Nc1c(-c2cccc(Br)c2)nc2ccc(C(F)(F)F)cn12,CHEMBL3939108,6.58,6.58,6.58,,1,B,2016,2016,c1ccc(-c2cn3ccccc3n2)cc1,train
VDIXOYLZZZHDQJ-LBPRGKRZSA-N,IC50,Cc1oc2ncn(Cc3nnn(C[C@H](O)c4cc5cc(F)ccc5o4)n3)c(=O)c2c1C(N)=O,CHEMBL5766384,7.75,7.75,7.75,,1,B,2023,2023,O=c1c2ccoc2ncn1Cc1nnn(CCc2cc3ccccc3o2)n1,train
VEKRDFXHKYPUDM-JYAVWHMHSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cc(Cl)ccn6)C[C@@H]54)no3)c(=O)c21,CHEMBL5091060,7.335,7.07,7.6,0.3747665940288697,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,train
VEMZHLOZTPSJFN-UHFFFAOYSA-N,IC50,Cn1nnc2ncn(Cc3nnn(CCc4ccc(Cl)cc4)n3)c(=O)c21,CHEMBL5891037,5.95,5.95,5.95,,1,B,2023,2023,O=c1c2[nH]nnc2ncn1Cc1nnn(CCc2ccccc2)n1,test
VFSLVUVIVLWMRP-QHCPKHFHSA-N,IC50,CC(C)n1cc(-c2ccc(C(F)(F)F)cn2)cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)c1=O,CHEMBL5923530,7.1,7.1,7.1,,1,B,2020,2020,O=C(NCc1cc(-c2ccccn2)c[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,train
VHFMFACYDKNZNT-UHFFFAOYSA-N,IC50,COCCCOc1cncc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1,CHEMBL3314482,5.92,5.92,5.92,,1,B,2014,2014,O=C1C2=C(NC(=S)NC2c2cccnc2)c2ccccc21,test
VHMBOLLMTSJADJ-UHFFFAOYSA-N,IC50,Cn1c(=O)n(Cc2ccccn2)c(=O)c2c1ncn2CC(=O)Nc1cccc(-c2ccc(Cl)cc2)n1,CHEMBL5991106,7.48,7.48,7.48,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cccc(-c2ccccc2)n1,train
VHUHAUBXPXCHGU-UHFFFAOYSA-N,IC50,CC(C)COc1ccc(-c2csc(NC(=O)Cc3cccc4c3c(=O)n(C)c(=O)n4C)n2)cc1,CHEMBL3981620,7.36,7.36,7.36,,1,B,2015,2015,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
VHXGUMGNAHRKJN-GTPINHCMSA-N,IC50,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(N4CC5CC5C4)nc3)n2)n(C)c1=O,CHEMBL5869309,8.15,8.15,8.15,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cnc(N3CC4CC4C3)nc2)n1,train
VIBZVCTVDABVAD-UHFFFAOYSA-N,IC50,Cc1cc(Cn2c(=O)c3c(ncn3CC(=O)Nc3csc(-c4cnc(C(F)(F)F)c(C)c4)n3)n(C)c2=O)no1,CHEMBL5759795,8.52,8.52,8.52,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1csc(-c2cccnc2)n1,train
VIGYQGXGPVTFTN-IPVJXJPOSA-N,IC50,Cc1ccnc2ncn(Cc3nc([C@H]4C[C@](F)(c5cccc(Cl)c5)C4)no3)c(=O)c12,CHEMBL5892766,7.82,7.82,7.82,,1,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,train
VIJLKGFAZJGZBA-JYAVWHMHSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(Cl)nc6)C[C@@H]54)no3)c(=O)c21,CHEMBL5924185,6.33,6.33,6.33,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccnc4)CC32)no1,train
VIKBLYZHPHWKGJ-CVEARBPZSA-N,IC50,O=C(NCc1cn(-c2cnc(C(F)(F)F)nc2)nc1C(F)F)[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5984284,6.79,6.79,6.79,,1,B,2020,2020,O=C(NCc1cnn(-c2cncnc2)c1)C1CCC1S(=O)(=O)c1ccccc1,test
VILMMYYNTBYFJR-WOSRLPQWSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc(Cl)cn6)C[C@H]54)no3)c(=O)c21,CHEMBL6004745,6.485,6.44,6.53,0.0636396103067891,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,train
VILMMYYNTBYFJR-WWGRRREGSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc(Cl)cn6)C[C@@H]54)no3)c(=O)c21,CHEMBL5918650,6.869999999999999,6.85,6.89,0.0282842712474622,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,train
VJCDMKPFUPJSKB-JOYOIKCWSA-N,IC50,O[C@]1(C(F)(F)F)CCCC[C@H]1Cc1ccc(Cl)cn1,CHEMBL5394183,6.09,6.09,6.09,,1,B,2023,2023,c1ccc(CC2CCCCC2)nc1,test
VJONDNDXWADLLZ-XVAYZXCPSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(-c7ccccc7)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5832413,6.47,6.47,6.47,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccc(-c5ccccc5)c4)CC32)no1,test
VJUMGXLZSHPUNN-NQZBTDCJSA-N,IC50,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ncc2C#N)N1Sc1ccc(F)cc1,CHEMBL5402014,8.21,8.21,8.21,,1,B,2023,2023,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1Sc1ccccc1,test
VJXIKTQSMMQMOO-UHFFFAOYSA-N,IC50,Cn1c(=O)c2c(ccn2CC(=O)Nc2nc(-c3ccc(C(F)(F)F)c(F)c3)cs2)n(C)c1=O,CHEMBL3937790,7.3,7.3,7.3,,1,B,2015,2015,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1nc(-c2ccccc2)cs1,train
VKEJLWJCORBCGU-FOLVSLTJSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(C(F)F)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5786572,7.19,7.19,7.19,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,train
VKGALBIMDXIQFI-LBPRGKRZSA-N,IC50,CNC(=O)c1sc2ncn(Cc3nnn(C[C@H](O)c4ccc5c(c4)OCO5)n3)c(=O)c2c1C,CHEMBL5819923,7.12,7.12,7.12,,1,B,2023,2023,O=c1c2ccsc2ncn1Cc1nnn(CCc2ccc3c(c2)OCO3)n1,train
VKKOCICLFSXEBL-ATCWAGBWSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(F)c(Cl)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5833560,8.01,8.01,8.01,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,train
VKWXCYKBWXMGFK-HKUYNNGSSA-N,IC50,COc1nn(-c2ccc(C(F)(F)F)nc2)cc1CNC(=O)[C@@H]1[C@@H](F)CCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6059844,7.58,7.58,7.58,,1,B,2022,2022,O=C(NCc1cnn(-c2cccnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,train
VLDNGTWOASGEFF-MNZLEMJZSA-N,IC50,O=c1c2ccncc2ncn1Cc1nc([C@H]2[C@@H]3CN(c4ccccc4)C[C@@H]32)no1,CHEMBL5842749,6.98,6.96,7.0,0.0282842712474622,2,B,2020,2020,O=c1c2ccncc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,train
VMAXALUQDNFBND-WOSRLPQWSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccccn6)C[C@H]54)no3)c(=O)c21,CHEMBL6037392,7.02,6.93,7.11,0.1272792206135793,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,train
VMAXALUQDNFBND-WWGRRREGSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccn6)C[C@@H]54)no3)c(=O)c21,CHEMBL6043296,6.68,6.68,6.68,0.0,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccn4)CC32)no1,train
VMBJLCVTNLJTJY-SMDDNHRTSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccccc5F)C4)no3)c(=O)c21,CHEMBL5747637,7.065,6.9,7.23,0.2333452377915607,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
VMNVUJVEHZEIDG-UHFFFAOYSA-N,IC50,CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc([N+](=O)[O-])cc1,CHEMBL2071491,6.55,6.5,6.6,0.0707106781186545,2,F,2012,2012,O=C(CNC(=O)c1ccccc1)c1ccccc1,train
VMPWGDIXDVYPGX-MQMHXKEQSA-N,IC50,O=c1c2c(Cl)ccnc2ncn1Cc1nn([C@H]2C[C@H](c3ccc(Cl)cc3)C2)c(=O)o1,CHEMBL5957350,8.23,8.23,8.23,,1,B,2021,2021,O=c1c2cccnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,train
VNGNWQRJLQMWOH-NNGSBXSVSA-N,IC50,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2ccnc(-c3ccc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,CHEMBL5763260,8.3,8.3,8.3,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2ccc(N3CC4CC4C3)nc2)n1,train
VNJLGYMVCORAFF-ZLPCBKJTSA-N,IC50,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2ccnc(-c3ccc(N4CC5CC5C4)nc3)n2)n(C)c1=O,CHEMBL5915279,7.66,7.66,7.66,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1ccnc(-c2ccc(N3CC4CC4C3)nc2)n1,train
VNQKLEKERUCARK-UHFFFAOYSA-N,IC50,Cc1cc(Cn2c(=O)c3c(ncn3CC(=O)Nc3ccc(N4CCC(C(C)(C)F)CC4)cn3)n(C)c2=O)no1,CHEMBL5831457,7.14,7.14,7.14,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1ccc(N2CCCCC2)cn1,train
VOGVDBAXZDBCON-GXTWGEPZSA-N,IC50,Cc1nc2nc(N)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c2n1C,CHEMBL5872045,7.790000000000001,7.37,8.21,0.5939696961967001,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
VOMFXUVVWBXJSA-LBPRGKRZSA-N,IC50,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(OC(F)F)cc4)c(=O)o3)c(=O)c21,CHEMBL6033089,7.09,7.09,7.09,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,train
VPDMFKCWLDVZER-MWTRTKDXSA-N,IC50,C[C@@]1(C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)c(F)cn2)C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5759252,7.6,7.6,7.6,,1,B,2022,2022,O=C(NCc1cc(-c2cccnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,train
VPEVJZHGWCCMBL-UHFFFAOYSA-N,IC50,CC(C)(C)Nc1c(-c2cccc(C#N)c2)nc2ccc(F)cn12,CHEMBL3977161,4.69,4.69,4.69,,1,B,2016,2016,c1ccc(-c2cn3ccccc3n2)cc1,train
VPKMJOYLVJNYJL-NQIIRXRSSA-N,IC50,O=C(NCc1cc(F)cc(-n2ccc(C(F)(F)F)cc2=O)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5829848,6.11,6.11,6.11,,1,B,2022,2022,O=C(NCc1cccc(-n2ccccc2=O)c1)C1CCCN1S(=O)(=O)c1ccccc1,test
VPRQKNRUPOPQIY-ZLPCBKJTSA-N,IC50,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3ccc(N4CC5C(C4)C5(F)F)nc3)n2)n(C)c1=O,CHEMBL5787980,8.1,8.1,8.1,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2ccc(N3CC4CC4C3)nc2)n1,train
VPUPKQJXPYSPGR-UHFFFAOYSA-N,IC50,CC(C)C(NC(=O)c1cc2ccccc2n1C)C(=O)c1ccc(C#N)cc1,CHEMBL2071512,5.6,5.4,5.8,0.2828427124746189,2,F,2012,2012,O=C(CNC(=O)c1cc2ccccc2[nH]1)c1ccccc1,test
VPYNPZTUFWXLRA-BEFAXECRSA-N,IC50,O=C(NCc1ccnc(-c2cnc(C(F)(F)F)cn2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5881703,6.54,6.54,6.54,,1,B,2022,2022,O=C(NCc1ccnc(-c2cnccn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,test
VQFGKTDMHDUGMB-QHCPKHFHSA-N,IC50,CC(C)n1cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cnccc3o2)cc(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL5751478,7.01,7.01,7.01,,1,B,2020,2020,O=C(NCc1c[nH]c(=O)c(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1cc2cnccc2o1,test
VRGTYOISGMRJHU-WMLDXEAASA-N,IC50,Cc1nc(NC2CNC2)n2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c12,CHEMBL5838262,7.04,7.04,7.04,,1,B,2020,2020,O=c1c2cnc(NC3CNC3)n2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,test
VRIIXYBJLRKPFF-UHFFFAOYSA-N,IC50,Cc1c(=O)n(Cc2ccccc2)c(=O)n2cc(C(=O)NCc3ccc(Cl)cc3)sc12,CHEMBL3220232,5.65,5.65,5.65,,1,B,2012,2012,O=C(NCc1ccccc1)c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1,train
VSBSCGNEPYTOEU-INIZCTEOSA-N,IC50,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc5ccccc5c4)c(=O)o3)c(=O)c21,CHEMBL5994081,8.15,8.15,8.15,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccc3ccccc3c2)c(=O)o1,train
VSBSCGNEPYTOEU-MRXNPFEDSA-N,IC50,Cn1cnc2ncn(Cc3nn(C[C@@H](F)c4ccc5ccccc5c4)c(=O)o3)c(=O)c21,CHEMBL5809345,6.48,6.48,6.48,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(CCc2ccc3ccccc3c2)c(=O)o1,train
VSCCSUZOKQGWHC-UHFFFAOYSA-N,IC50,C#Cc1cccc(-c2nc3ccc(C(F)(F)F)cn3c2NC(C)C)c1,CHEMBL3938303,7.09,7.09,7.09,,1,B,2016,2016,c1ccc(-c2cn3ccccc3n2)cc1,train
VSHDIFLHXQISHJ-IYVRIMFBSA-N,IC50,O=c1c2c(Cl)ccnc2ncn1Cc1nc([C@H]2C[C@](F)(c3ccc(Cl)cc3)C2)no1,CHEMBL6048544,7.77,7.66,7.88,0.1555634918610399,2,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2CC(c3ccccc3)C2)no1,train
VSNLJSZHSKJANJ-SWLSCSKDSA-N,IC50,Nc1nc2ncccc2c(=O)n1Cc1nc([C@@H]2CO[C@@H](c3ccc(F)cc3)C2)no1,CHEMBL5870857,8.135,7.73,8.54,0.5727564927611026,2,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
VSOGEYDZUOFVFT-WCQYABFASA-N,IC50,Cn1cnc2nc(N)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL5781751,8.280000000000001,7.74,8.82,0.7636753236814707,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
VSTBRXGRZBGLGG-CVEARBPZSA-N,IC50,O=C(Cc1cn(-c2cnc(C(F)(F)F)nc2)nc1Cl)N[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5905667,7.39,7.39,7.39,0.0,2,B,2020,2020,O=C(Cc1cnn(-c2cncnc2)c1)NC1CCC1S(=O)(=O)c1ccccc1,train
VTGKGYFBEZNAEB-RBUKOAKNSA-N,IC50,Cc1cc(CN2[C@H](CO)CC[C@@H]2c2ccc(F)cc2)cc(C)c1F,CHEMBL3752638,5.17,5.17,5.17,,1,B,2016,2016,c1ccc(CN2CCCC2c2ccccc2)cc1,test
VTNRBCCGYCMWJN-QAPCUYQASA-N,IC50,O=C(NCc1cc(Cl)nc(-c2cnc(C(F)(F)F)nc2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6018102,7.85,7.85,7.85,,1,B,2022,2022,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,train
VTRQWSXLXNAIDP-CVEARBPZSA-N,IC50,O=C(Cc1cn(-c2cnc(C(F)(F)F)nc2)nc1C(F)F)N[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5772246,7.45,7.45,7.45,0.0,2,B,2020,2020,O=C(Cc1cnn(-c2cncnc2)c1)NC1CCC1S(=O)(=O)c1ccccc1,train
VTSOGNSWENHMHJ-ZDUSSCGKSA-N,IC50,CCCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(C(F)(F)F)nc3)n2)n(C)c1=O,CHEMBL5909669,7.64,7.64,7.64,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cncnc2)n1,train
VTWUTVSNVHXAAN-QFIPXVFZSA-N,IC50,CC(C)n1c(=O)c(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(F)cc2)cn(-c2ccc(C(F)(F)F)cc2)c1=O,CHEMBL6010274,6.92,6.92,6.92,,1,B,2020,2020,O=C(NCc1cn(-c2ccccc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1ccccc1,test
