inchikey,standard_type,std_smiles,molecule_chembl_id,pchembl_median,pchembl_min,pchembl_max,pchembl_std,n_measurements,assay_types,year_min,year_max,scaffold,split
AADNQPJZRQAMOD-OOHWJJMZSA-N,IC50,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3ccc(N4CC5CC5C4)nc3)n2)n(C)c1=O,CHEMBL6037240,9.0,9.0,9.0,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2ccc(N3CC4CC4C3)nc2)n1,train
AADPNBLFAHYYBS-VXGBXAGGSA-N,IC50,O[C@]1(C(F)(F)F)CCCC[C@H]1Nc1cccc(F)c1,CHEMBL5413993,7.2,7.2,7.2,,1,B,2023,2023,c1ccc(NC2CCCCC2)cc1,train
AAOJDMVYFBSKFT-UHFFFAOYSA-N,IC50,CC(C)(C)Nc1c(-c2cccc(C#N)c2)nc2ccc(Cl)cn12,CHEMBL3944269,5.67,5.67,5.67,,1,B,2016,2016,c1ccc(-c2cn3ccccc3n2)cc1,train
AARVTENEMZRJQO-VIZZQPHQSA-N,IC50,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2ccnc(-c3cnc(C(F)(F)F)nc3)c2)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4103225,7.49,7.16,7.82,0.4666904755831215,2,B,2018,2022,O=C(NCc1ccnc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,train
AASDZFLETHTKKS-UHFFFAOYSA-N,IC50,CCCCCCc1ccc(-c2csc(NC(=O)Cn3ccc4c3c(=O)n(C)c(=O)n4C)n2)cc1,CHEMBL1946121,5.58,5.58,5.58,,1,F,2012,2012,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1nc(-c2ccccc2)cs1,train
ABOASBRALGFDPQ-GJZGRUSLSA-N,IC50,Cn1cnc2ncn(Cc3nn([C@H]4CC[C@H](c5ccccc5)C4)c(=O)o3)c(=O)c21,CHEMBL5953252,6.81,6.81,6.81,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(C2CCC(c3ccccc3)C2)c(=O)o1,train
ABQLUKILVQNPKZ-UHFFFAOYSA-N,IC50,CCc1cc(NC(=O)Cn2cnc3c2c(=O)n(Cc2cc(C)on2)c(=O)n3C)nc(C(F)(F)F)c1,CHEMBL5812994,5.79,5.79,5.79,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1ccccn1,train
ABYAAFDXQRWTJE-DOTOQJQBSA-N,IC50,Cc1ccc(=O)n2ccn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c12,CHEMBL5849460,8.37,8.37,8.37,,1,B,2020,2020,O=c1c2cccc(=O)n2ccn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
ADSGDRJGOSICMK-XJKSGUPXSA-N,IC50,O=c1c2cccc(=O)n2cnn1Cc1nc([C@@H]2CO[C@@H](c3ccc(Cl)cc3)C2)no1,CHEMBL5806080,8.62,8.62,8.62,,1,B,2020,2020,O=c1c2cccc(=O)n2cnn1Cc1nc(C2COC(c3ccccc3)C2)no1,val
ADVULNQGSUGCCG-KXTWHKPSSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(-c7cccnc7)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL6057953,7.220000000000001,7.11,7.33,0.1555634918610406,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccc(-c5cccnc5)c4)CC32)no1,val
AFCFNPKLZQLKPK-APWZRJJASA-N,IC50,O=C(NCc1cn(-c2ccc(C(F)(F)F)cc2)nc1Cl)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6063051,7.605,7.11,8.1,0.7000357133746818,2,B,2022,2022,O=C(NCc1cnn(-c2ccccc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,train
AGKMZNQCTOWDFF-ZDUSSCGKSA-N,IC50,O=C1NCCc2c1sc1ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c21,CHEMBL4848526,8.05,8.05,8.05,0.0,2,B,2021,2021,O=C1NCCc2c1sc1ncn(Cc3nc(CCc4ccccc4)no3)c(=O)c21,val
AGPQIQSLJAQASS-GLJUWKHASA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc7ncsc7c6)C[C@@H]54)no3)c(=O)c21,CHEMBL6010659,8.155,7.8,8.51,0.502045814642449,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccc5ncsc5c4)CC32)no1,val
AGXCNAPHYYLCHN-IBGZPJMESA-N,IC50,CC(C)n1c(=O)c(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cnccc3o2)cn(-c2ccc(C(F)(F)F)nc2)c1=O,CHEMBL5920363,6.24,6.24,6.24,,1,B,2020,2020,O=C(NCc1cn(-c2cccnc2)c(=O)[nH]c1=O)C1CCCN1S(=O)(=O)c1cc2cnccc2o1,val
AHHGHXFTQVZBPO-UHFFFAOYSA-N,IC50,COc1cc2ccnc(Oc3ccc(F)cc3)c2cc1OC,CHEMBL3298322,6.48,6.48,6.48,,1,B,2014,2014,c1ccc(Oc2nccc3ccccc23)cc1,train
AHJAJTHWNBFJBF-YCPHGPKFSA-N,IC50,Cn1c(N)nc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccccc6)C[C@@H]54)no3)c(=O)c21,CHEMBL5778028,7.95,7.48,8.42,0.6646803743153543,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccccc4)CC32)no1,train
AIAJJMJAXBVVRD-YABSGUDNSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ncccc6F)C[C@@H]54)no3)c(=O)c21,CHEMBL5854314,6.9,6.84,6.96,0.0848528137423854,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccn4)CC32)no1,train
AIWIRRGSGOLMQX-UHFFFAOYSA-N,IC50,Cc1cnc(Cl)c2ncn(Cc3nn(CCc4ccc(Cl)cc4)c(=O)o3)c(=O)c12,CHEMBL5841138,7.75,7.75,7.75,,1,B,2021,2021,O=c1c2ccncc2ncn1Cc1nn(CCc2ccccc2)c(=O)o1,train
AIXGIOZVDSOSEU-HWWDLCQESA-N,IC50,Nc1ccc2c(=O)n(Cc3nc([C@H]4[C@@H]5CN(c6cccc(F)c6)C[C@@H]54)no3)cnc2n1,CHEMBL5907292,8.19,8.01,8.37,0.2545584412271567,2,B,2020,2020,O=c1c2cccnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,train
AJFUDTVIKFGQMS-UHFFFAOYSA-N,IC50,Fc1cccc(Oc2ncnc3[nH]ccc23)c1F,CHEMBL3298499,5.57,5.57,5.57,,1,B,2014,2014,c1ccc(Oc2ncnc3[nH]ccc23)cc1,train
AJGIUAWWWVYNEY-ZDUSSCGKSA-N,IC50,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3ccc(C(F)(F)F)nc3)n2)n(C)c1=O,CHEMBL5810663,7.68,7.68,7.68,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cccnc2)n1,train
AKDLWVHAJCEAKD-ZDUSSCGKSA-N,IC50,CCC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2cccc(-c3cnc(OC)c(C(F)(F)F)c3)n2)n(C)c1=O,CHEMBL5992488,9.0,9.0,9.0,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cccnc2)n1,train
AKQMAZGMANPFFK-GOSISDBHSA-N,IC50,CC(C)N(CC(=O)NC[C@H]1CCCN(c2ccc(C(F)(F)F)cc2)C1)S(=O)(=O)c1ccc(F)cc1,CHEMBL4110915,6.3,6.3,6.3,,1,B,2016,2016,O=C(CNS(=O)(=O)c1ccccc1)NCC1CCCN(c2ccccc2)C1,train
AKQMAZGMANPFFK-SFHVURJKSA-N,IC50,CC(C)N(CC(=O)NC[C@@H]1CCCN(c2ccc(C(F)(F)F)cc2)C1)S(=O)(=O)c1ccc(F)cc1,CHEMBL3908709,6.51,6.51,6.51,,1,B,2016,2016,O=C(CNS(=O)(=O)c1ccccc1)NCC1CCCN(c2ccccc2)C1,train
AKQMAZGMANPFFK-UHFFFAOYSA-N,IC50,CC(C)N(CC(=O)NCC1CCCN(c2ccc(C(F)(F)F)cc2)C1)S(=O)(=O)c1ccc(F)cc1,CHEMBL3890809,6.63,6.63,6.63,,1,B,2016,2016,O=C(CNS(=O)(=O)c1ccccc1)NCC1CCCN(c2ccccc2)C1,train
AKXYWNUSJTXEKI-NHAGDIPZSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cncc(Cl)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5834986,6.54,6.54,6.54,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccnc4)CC32)no1,train
AKZDACQLYHVVHF-WCQYABFASA-N,IC50,Cn1c(N)nc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,CHEMBL5947433,7.62,7.23,8.01,0.5515432893255067,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
AKZZSBPAHSIOBC-XVDXERDNSA-N,IC50,Cn1cnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(F)cc5)C4)c(=O)o3)c(=O)c21,CHEMBL5773844,7.1,7.1,7.1,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,train
ALDVAWDTIJSMNO-ZDHWLGKOSA-N,IC50,CC(=C\c1ccc(F)cc1)/C(=N/O)C(C)(C)C,CHEMBL3697705,5.1,5.1,5.1,,1,B,2015,2015,c1ccccc1,train
ALEGZXFLOSZQFJ-OIPGSKEASA-N,IC50,CCCCC(=N\O)/C(C)=C/c1ccc(F)cc1,CHEMBL3697706,5.36,5.36,5.36,,1,B,2015,2015,c1ccccc1,train
ALPYZNHKWLPYPM-HDJSIYSDSA-N,IC50,COc1ccc([C@H]2C[C@H](n3nc(Cn4cnc5ncn(C)c5c4=O)oc3=O)C2)cc1,CHEMBL5801295,6.98,6.98,6.98,,1,B,2021,2021,O=c1c2[nH]cnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,train
AMABIFVVCZYKIM-WCQYABFASA-N,IC50,Cn1nnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c21,CHEMBL6024610,8.295,8.12,8.47,0.2474873734152926,2,B,2020,2020,O=c1c2[nH]nnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
AMMUKFMDWPZRHN-OOHWJJMZSA-N,IC50,Cc1noc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3cccc(-c4cnc(N5CC6CC6C5)nc4)n3)n(C)c2=O)n1,CHEMBL5953298,8.4,8.4,8.4,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1cccc(-c2cnc(N3CC4CC4C3)nc2)n1,val
ANDQZSDRMVJBQS-UHFFFAOYSA-N,IC50,Cc1cc(Cn2c(=O)c3c(ncn3CC(=O)Nc3cccc(-c4cnc(C)c(F)c4)n3)n(C)c2=O)no1,CHEMBL5837721,7.77,7.77,7.77,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(-c2cccnc2)n1,train
ANNUHVXNCFVLIP-GXTWGEPZSA-N,IC50,Cc1nc(Br)n2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c12,CHEMBL5876271,7.48,7.48,7.48,,1,B,2020,2020,O=c1c2cncn2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
ANPQBLBZMKRGJT-UHFFFAOYSA-N,IC50,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(F)c(C(F)(F)F)c4F)cs3)c(Cl)oc2n(C)c1=O,CHEMBL3949747,8.0,8.0,8.0,,1,B,2015,2015,O=C(Cc1coc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccccc2)cs1,train
ANROYDNBUBEGHC-MQMHXKEQSA-N,IC50,Cc1noc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c12,CHEMBL5925924,7.44,7.44,7.44,,1,B,2021,2021,O=c1c2cnoc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,val
ANSVBJGYIJAUDS-UHFFFAOYSA-N,IC50,CCCCCCc1ccc(NC(=O)Cn2ccc3c2c(=O)n(C)c(=O)n3C)cc1,CHEMBL1944847,5.8,5.8,5.8,,1,F,2012,2012,O=C(Cn1ccc2[nH]c(=O)[nH]c(=O)c21)Nc1ccccc1,train
ANVHGHPKRCRGRV-UHFFFAOYSA-N,IC50,CC(=O)Cn1c(=O)c2c(nc(C)n2CC(=O)Nc2cccc(-c3ccc(Cl)cc3)n2)n(C)c1=O,CHEMBL5895659,7.48,7.48,7.48,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2ccccc2)n1,train
AOHQOEYOFNJJNZ-XLIONFOSSA-N,IC50,O=C(NCc1cc(-c2cnc(C(F)(F)F)nc2)ccc1Cl)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5844737,8.4,8.4,8.4,,1,B,2022,2022,O=C(NCc1cccc(-c2cncnc2)c1)C1CCCN1S(=O)(=O)c1ccccc1,train
AOZCJXPKMNJCQR-GGYDESQDSA-N,IC50,Cc1ccnc2ncn(Cc3nn([C@H]4C[C@](F)(c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c12,CHEMBL5755565,7.53,7.53,7.53,,1,B,2021,2021,O=c1c2cccnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,train
APBUNKVHHWMAAH-CHWSQXEVSA-N,IC50,N#Cc1ccc(N[C@@H]2CCCC[C@]2(O)C(F)(F)F)cc1,CHEMBL5394738,6.99,6.99,6.99,,1,B,2023,2023,c1ccc(NC2CCCCC2)cc1,train
APCBJCFILSRMRW-NQPRBDNZSA-N,IC50,CC(/C=C/c1ccc(F)cc1)=N\O,CHEMBL3697711,4.69,4.69,4.69,,1,B,2015,2015,c1ccccc1,train
APHAPQUZFADCCT-UHFFFAOYSA-N,IC50,Fc1ccc(Oc2ncnc3[nH]cc(I)c23)c(F)c1,CHEMBL3298585,5.6,5.6,5.6,,1,B,2014,2014,c1ccc(Oc2ncnc3[nH]ccc23)cc1,train
APLQHKFABMHWHP-UHFFFAOYSA-N,IC50,O=C(NC(Sc1ccc(Cl)cc1)C(Cl)(Cl)Cl)c1ccc(Br)cc1,CHEMBL1086588,7.29,6.6,7.55,0.4909514572066504,3,F,2010,2010,O=C(NCSc1ccccc1)c1ccccc1,train
AQIGJCZBZXSONM-UHFFFAOYSA-N,IC50,CC(C)CNc1cc(NC(=O)c2cccs2)cc(C(F)(F)F)c1,CHEMBL3311181,6.1,6.1,6.1,,1,B,2014,2014,O=C(Nc1ccccc1)c1cccs1,train
ARPWNFCYSNNAPW-UHFFFAOYSA-N,IC50,Cn1c(=O)n(Cc2ccccn2)c(=O)c2c1ncn2CC(=O)Nc1cccc(-c2cnc(C(F)(F)F)nc2)n1,CHEMBL5908875,7.13,7.13,7.13,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cccc(-c2cncnc2)n1,train
ASHUQWDHMIZJFH-UHFFFAOYSA-N,IC50,O=C(Nc1cc(NCc2ccccc2)cc(C(F)(F)F)c1)c1cccs1,CHEMBL3311176,5.54,5.54,5.54,,1,B,2014,2014,O=C(Nc1cccc(NCc2ccccc2)c1)c1cccs1,val
ASRRTOJJNKDPOE-XLIONFOSSA-N,IC50,O=C(NCc1cc(F)cc(-c2cnc(C(F)(F)F)cn2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6055139,7.85,7.85,7.85,,1,B,2022,2022,O=C(NCc1cccc(-c2cnccn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,train
ATLHEWQHWGSHBX-AULYBMBSSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4C[C@H](C(F)(F)c5cccc(Cl)c5)C4)no3)c(=O)c21,CHEMBL5842669,7.734999999999999,7.58,7.89,0.2192031021678297,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2CC(Cc3ccccc3)C2)no1,train
AUHAKZCDXJXNIS-WCQYABFASA-N,IC50,Cn1c(N)nc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(F)cc5)C4)no3)c(=O)c21,CHEMBL6016416,7.31,6.9,7.72,0.5798275605729682,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
AUNMQOCPGMEAST-ZFWWWQNUSA-N,IC50,CC(=O)Cn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CCC[C@H]4C(F)(F)F)nc3)n2)n(C)c1=O,CHEMBL5910411,8.7,8.7,8.7,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cnc(N3CCCC3)nc2)n1,train
AUVVPNQJMBEMDI-FOLVSLTJSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6ccc(OC(F)(F)F)cc6)C[C@@H]54)no3)c(=O)c21,CHEMBL5785384,7.37,7.37,7.37,,1,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4ccccc4)CC32)no1,train
AVGRXCGZLZSSPC-UHFFFAOYSA-N,IC50,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(C5CCCCC5)cc4)cs3)cccc2n(C)c1=O,CHEMBL3968210,7.33,7.33,7.33,,1,B,2015,2015,O=C(Cc1cccc2[nH]c(=O)[nH]c(=O)c12)Nc1nc(-c2ccc(C3CCCCC3)cc2)cs1,val
AVISJIJTLXTWET-LBPRGKRZSA-N,IC50,Cc1nc(Cn2c(=O)c3c(ncn3[C@@H](C)C(=O)Nc3ccnc(-c4cnc(C)c(C(F)(F)F)c4)n3)n(C)c2=O)no1,CHEMBL5875124,8.7,8.7,8.7,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ncon3)c(=O)c21)Nc1ccnc(-c2cccnc2)n1,val
AVMFNJJDFFARPS-IBGZPJMESA-N,IC50,O=C(NCc1cc(-c2ccc(C(F)(F)F)nc2)ncn1)[C@@H]1CCCN1S(=O)(=O)c1ccc(F)cc1,CHEMBL4104646,6.81,6.81,6.81,,1,B,2018,2018,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,train
AVMYOZBHUDFCJI-AEFFLSMTSA-N,IC50,O=C(NCc1cc(F)cc(-c2cnc(C(F)(F)F)s2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5929664,7.92,7.92,7.92,,1,B,2022,2022,O=C(NCc1cccc(-c2cncs2)c1)C1CCCN1S(=O)(=O)c1ccccc1,val
AVZYAMPJJDVPDJ-UHFFFAOYSA-N,IC50,O=C1C2=C(NC(=S)NC2c2cccc(CO)c2)c2ccccc21,CHEMBL1939977,6.15,6.15,6.15,,1,F,2012,2012,O=C1C2=C(NC(=S)NC2c2ccccc2)c2ccccc21,train
AWDCUIDEVZIBKR-UHFFFAOYSA-N,IC50,Cc1cccc2c(=O)n(CC(=O)NCCc3ccc(Cl)cc3)cnc12,CHEMBL3787010,6.1,6.1,6.1,,1,B,2016,2016,O=C(Cn1cnc2ccccc2c1=O)NCCc1ccccc1,train
AWJBWNUUODWOKQ-UHFFFAOYSA-N,IC50,Cn1cnc2ncn(Cc3nc(CCc4ccc(Cl)cc4)no3)c(=O)c21,CHEMBL3785736,7.29,6.88,7.7,0.5798275605729691,2,B,2016,2016,O=c1c2[nH]cnc2ncn1Cc1nc(CCc2ccccc2)no1,train
AXFDPUXDIHEOAI-UHFFFAOYSA-N,IC50,Cc1cc(Cn2c(=O)c3c(ncn3CC(=O)Nc3cccc(N4CCC(F)(F)CC4)n3)n(C)c2=O)no1,CHEMBL6047908,6.91,6.91,6.91,,1,B,2019,2019,O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(N2CCCCC2)n1,train
AXIFMPBHMMMIKY-AULYBMBSSA-N,IC50,Cn1nnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,CHEMBL5889320,7.11,7.11,7.11,,1,B,2021,2021,O=c1c2[nH]nnc2ncn1Cc1nn(C2CC(c3ccccc3)C2)c(=O)o1,val
AXPFEEJMCXUHQD-JTQLQIEISA-N,IC50,C[C@@H](C(=O)Nc1cccc(-c2cnc(C(F)(F)F)nc2)n1)n1cnc2c1c(=O)n(CC(N)=O)c(=O)n2C,CHEMBL5918372,6.25,6.25,6.25,,1,B,2021,2021,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cccc(-c2cncnc2)n1,train
AXRMPMIEMCXOTJ-VQFNDLOPSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(-c7ncco7)c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5892972,7.125,7.11,7.14,0.0212132034355959,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3CN(c4cccc(-c5ncco5)c4)CC32)no1,val
AXVJKWISWYSMEO-MOPGFXCFSA-N,IC50,O=C(NCc1cn(-c2ccc(C(F)(F)F)cc2)nc1C(F)F)[C@@H]1CC[C@@H]1S(=O)(=O)c1ccc(F)cc1,CHEMBL5883435,7.54,7.46,7.62,0.0923760430703402,4,B,2020,2020,O=C(NCc1cnn(-c2ccccc2)c1)C1CCC1S(=O)(=O)c1ccccc1,train
AXVJKWISWYSMEO-UHFFFAOYSA-N,IC50,O=C(NCc1cn(-c2ccc(C(F)(F)F)cc2)nc1C(F)F)C1CCC1S(=O)(=O)c1ccc(F)cc1,CHEMBL6009891,7.02,7.02,7.02,,1,B,2020,2020,O=C(NCc1cnn(-c2ccccc2)c1)C1CCC1S(=O)(=O)c1ccccc1,train
AXVWPJGJCGMVLQ-UHFFFAOYSA-N,IC50,O=c1c2cccnc2ncn1Cc1nnc(CCc2ccc(Cl)cc2)o1,CHEMBL3787328,5.66,5.66,5.66,,1,B,2016,2016,O=c1c2cccnc2ncn1Cc1nnc(CCc2ccccc2)o1,val
AYPZAZPOYROADP-ZHACJKMWSA-N,IC50,Oc1ccccc1/C=C/c1ccccc1,CHEMBL2387060,5.77,5.77,5.77,,1,B,2017,2017,C(=Cc1ccccc1)c1ccccc1,train
AZGCRXQGLDQGTA-KNQAVFIVSA-N,IC50,O=C(NCc1cc(F)cc(-c2ccc(C(F)F)cn2)c1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL5964721,7.51,7.51,7.51,,1,B,2022,2022,O=C(NCc1cccc(-c2ccccn2)c1)C1CCCN1S(=O)(=O)c1ccccc1,train
AZMMWBUQIXBLDU-UHFFFAOYSA-N,IC50,Cc1n[nH]c2ccc(-c3ccccc3C(F)(F)F)cc12,CHEMBL3298252,5.51,5.51,5.51,,1,B,2014,2014,c1ccc(-c2ccc3[nH]ncc3c2)cc1,train
AZZRAZUXGHJAOV-WCQYABFASA-N,IC50,Cn1cnc2nc(N)n(Cc3nc([C@@H]4CO[C@@H](c5cccc(F)c5)C4)no3)c(=O)c21,CHEMBL5818029,7.949999999999999,7.39,8.51,0.7919595949289336,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,train
BAHAKPRBUNPURW-CMPLNLGQSA-N,IC50,O[C@]1(C(F)(F)F)CCCC[C@H]1Cc1cncc(Cl)c1,CHEMBL5424431,5.8,5.8,5.8,,1,B,2023,2023,c1cncc(CC2CCCCC2)c1,train
BANGFDNCERQQIE-CHWSQXEVSA-N,IC50,CN([C@@H]1CCCC[C@]1(O)C(F)(F)F)S(=O)(=O)c1ccc(F)cc1,CHEMBL5398623,5.5,5.5,5.5,,1,B,2023,2023,O=S(=O)(NC1CCCCC1)c1ccccc1,val
BAORHIGPTKNHRW-HBFSDRIKSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5C=C(c6ccc7ccncc7c6)C[C@@H]54)no3)c(=O)c21,CHEMBL5976855,7.275,7.23,7.32,0.0636396103067891,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccc5ccncc5c4)CC32)no1,train
BAORHIGPTKNHRW-NLWGTHIKSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5C=C(c6ccc7ccncc7c6)C[C@H]54)no3)c(=O)c21,CHEMBL5761361,7.949999999999999,7.78,8.12,0.2404163056034257,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2C3C=C(c4ccc5ccncc5c4)CC32)no1,train
BAYFMGSXOKNAJZ-VXGBXAGGSA-N,IC50,O[C@]1(C(F)(F)F)CCCC[C@H]1Oc1ccc(F)cc1,CHEMBL5439762,7.7,7.7,7.7,,1,B,2023,2023,c1ccc(OC2CCCCC2)cc1,val
BBCFRTHODCIVDP-VLIAUNLRSA-N,IC50,C[C@@H]1CC[C@@H](C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4083847,6.984999999999999,6.62,7.35,0.5161879502661797,2,B,2018,2022,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,train
BBCFRTHODCIVDP-XOBRGWDASA-N,IC50,C[C@H]1CC[C@@H](C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4077957,8.095,7.89,8.3,0.2899137802864849,2,B,2018,2022,O=C(NCc1cc(-c2cccnc2)ncn1)C1CCCN1S(=O)(=O)c1ccccc1,train
BBFDPQFELBFLCW-GXTWGEPZSA-N,IC50,Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc6ncsc6c5)C4)no3)c(=O)c21,CHEMBL6000369,6.949999999999999,6.84,7.06,0.1555634918610406,2,B,2020,2020,O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccc4ncsc4c3)C2)no1,val
BCKUYDODOWTDPH-XLIONFOSSA-N,IC50,O=C(NCc1cc(-c2ccc(C(F)(F)F)nc2)ccn1)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1,CHEMBL6030689,6.73,6.73,6.73,,1,B,2022,2022,O=C(NCc1cc(-c2cccnc2)ccn1)C1CCCN1S(=O)(=O)c1ccccc1,train
