molecule_chembl_id,canonical_smiles
CHEMBL8721,Cc1ccc2c(c1)C(=O)N(CC(C)(C)C[N+](C)(C)CCCCCC[N+](C)(C)CC(C)(C)CN1C(=O)c3cccc4cccc(c34)C1=O)C2=O.[Br-].[Br-]
CHEMBL266684,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(I)cn3)cccc12
CHEMBL273657,COc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1OC
CHEMBL266266,O=c1[nH]c(=O)c2cc(Sc3ccc4ccccc4c3)ccc2[nH]1
CHEMBL8193,COc1cccc(Cn2cnc3c(N(C)C)ncnc32)c1
CHEMBL8919,CCCCCC(OC)c1cccc(OCc2cccc(C(=O)OC)c2)c1
CHEMBL6632,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2ccccn2)c(F)c1
CHEMBL267193,COc1ccc2c(c1)-c1nc(-c3ccncc3)[nH]c1CCC2
CHEMBL415297,C/C=C1/C(=O)C[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
CHEMBL9580,CC/N=C(\N)Nc1ccc(Sc2ccc(Cl)cc2)cc1
CHEMBL416143,O=C(NCCCCn1ccnc1)c1sc2ccccc2c1Cl
CHEMBL8460,CC(C)[C@@H]1OC(=O)[C@@H](C)N(O)C(=O)[C@@H]2CCCNN2C(=O)CNC(=O)[C@H](C)N(O)C(=O)[C@H]2CCCNN2C(=O)[C@H]1NC(=O)[C@@](C)(O)CCCc1ccccc1
CHEMBL9736,C[C@@]1(CCc2ccccc2)CC2C3Cc4ccc(O)c5c4C2(CCN3CC2CCC2)C(O5)C1=O
CHEMBL416329,CN(C(=O)[C@H](Cc1ccc(C(N)NN)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CC1
CHEMBL6936,CCOC(=O)C1=C(O)C(=O)N(c2ccccc2)C1
CHEMBL7988,C=CCC1Oc2ccc(F)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3
CHEMBL8766,COC(=O)CCCCCCCCCC(=O)CC(=O)N[C@H]1CCOC1=O
CHEMBL274799,CC(C)(C)c1cc(C/C=C/c2cccs2)cc(C(C)(C)C)c1O
CHEMBL8427,CCCCCC(OC1CCCCO1)c1cccc(OCc2cccc(C(=O)OC)c2)c1
CHEMBL275932,C=C1C(=O)OC2CC3(C)CCCC4(CO4)C3CC12
CHEMBL7050,Nc1nc(N)c2cc(Sc3ccc4ccccc4c3)ccc2n1
CHEMBL415488,Cc1cccc(Oc2cnc(O)nc2O)c1
CHEMBL8560,CCCCCC(C)CCC(=O)CC(=O)N[C@H]1CCOC1=O
CHEMBL7070,Cc1cccc(N2C(N)=NC(N)=NC2(C)C)c1
CHEMBL267915,CN1CCC[C@H]1CN1CCN(Cc2cccnc2)CC1
CHEMBL428658,Nc1nc(N)c2cc(S(=O)(=O)c3ccc(Cl)c(Cl)c3)ccc2n1
CHEMBL7532,CC(C)(C)C(=O)c1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1
CHEMBL428644,COc1ccc([C@@H]2[C@@H](C(=O)O)[C@H](c3ccc4c(c3)OCO4)CN2CC(=O)N2CCCCC2)cc1
CHEMBL17,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
CHEMBL9476,CCC(C)/N=c1\c(O)c(O)\c1=N/[C@@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)O
CHEMBL268459,COC(=O)c1oc2c(sc3ccccc32)c1OC(=O)N(C)C
CHEMBL9148,C/C=C/C=C/C(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O
CHEMBL428145,O=[N+]([O-])c1cc2ccc3cc4ccccc4cc3c2o1
CHEMBL7447,C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCC(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL6902,CC(C)NCC(O)COc1ccc(C[S+]([O-])CC2CC2)cc1
CHEMBL267498,COc1c2occc2c(CN(C)C)c2ccc(=O)oc12.Cl
CHEMBL7748,Nc1nc2ccc(OCc3ccccc3)cc2c2nc(-c3ccco3)nn12
CHEMBL9287,Cc1cccc(NC(=O)NNc2nc3ccccc3c(=O)n2-c2cccc(Cl)c2Cl)c1
CHEMBL8041,NC1=NC(c2cccs2)Cc2ccsc21
CHEMBL7610,COc1ccc(C[C@H](NC(=O)Nc2ccc3c(CN4CCCC4)cn(Cc4c(Cl)cccc4Cl)c3c2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCc2ccccc2)cc1
CHEMBL8088,NC1=NC(c2ccc(F)cc2)Cc2ccccc21
CHEMBL9031,CCCCCCCCCCC(=O)N[C@H]1CCOC1=O
CHEMBL415105,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)Nc2ccccc2)cc1
CHEMBL6290,COc1cc2nc(N3CCN(C(=O)/C=C/c4ccc(Br)cc4)CC3)nc(N)c2cc1OC
CHEMBL7451,O=C(CCc1ccccc1)OC[C@H]1C[C@@H]2O[C@H]1[C@H]1C(=O)OC(=O)[C@H]12
CHEMBL7065,CC(C)NCC(O)COc1ccc(C[S+]([O-])CC2CCCC2)cc1
CHEMBL9471,O=C(Nc1ccccc1)Nc1ccc(O)cc1
CHEMBL265675,C=C1[C@@H](CC(N)=O)[C@H]1CCCC
CHEMBL9481,CC(C)Oc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
CHEMBL7244,CCCCCC[C@@H](C(=O)N1C[C@@H](Oc2ccc(CC(=O)O)cc2)C[C@H]1C(=O)O)n1cnc(NC(=O)c2ccccc2S(=O)(=O)O)c1
CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
CHEMBL414205,c1cncc(-c2nc3c([nH]2)-c2ccccc2CCC3)c1
CHEMBL8643,Cc1ccc(-c2cc(OCCCC(C)(C)C(=O)O)ccc2OCCCC(C)(C)C(=O)O)cc1
CHEMBL6651,O=C1Nc2cccc(Cl)c2C12OCCO2
CHEMBL267415,Nc1nc2ccccc2c2nc(-c3ccco3)nn12
CHEMBL267485,O=C(O)COCc1ccc(Cl)c(Cl)c1
CHEMBL7723,CSc1ncnc2c1ncn2Cc1ccccc1
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
CHEMBL9452,CCCCOc1ccccc1N1CCNCC1
CHEMBL7990,COc1cccc(N(C)c2ccc(NC(=O)C(C)C)cc2)c1
CHEMBL268530,Cc1ccc(Sc2cncc3sc(CO)cc23)cc1
CHEMBL8829,O=Cc1ccn(-c2cc3c(cc2Cl)nc(O)n2nc(C(=O)O)cc32)c1
CHEMBL6901,Clc1cc2ncc(N3CCNCC3)nc2cc1Cl
CHEMBL9548,O=C1NC(c2ccc([N+](=O)[O-])cc2)Nc2ncccc21
CHEMBL6855,CCCC1CCNc2cc3oc(=O)cc(C(F)(F)F)c3cc21
CHEMBL7450,CN(C(=O)[C@H](CC#Cc1ccc(NN)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1
CHEMBL402580,O=C1Nc2ccccc2C12OCCS2
CHEMBL8739,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
CHEMBL8357,CCOC(=O)C1CC2OC1C(C(=O)O)C2C(=O)O
CHEMBL6431,COc1cc2nc(N3CCC(C(=O)NCCO)CC3)nc(N)c2cc1OC
CHEMBL9868,COc1ccc(Sc2ccccc2NC2=NCCN2)cc1
CHEMBL8517,N#CN1Cc2cc3ccccc3nc2C1
CHEMBL268691,COc1cc(Br)c2c3c([nH]c2c1)CNCC3
CHEMBL269359,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C(C)C)[C@@H](C)[C@H]3O
CHEMBL8506,O=C1[C@@H](NS(=O)(=O)c2cc3c(Cl)nccc3s2)CCN1Cc1cc2cc[nH]cc-2n1
CHEMBL414208,CCOC(=O)C1=C(O)C(=O)N(Cc2ccc(OC)cc2)C1
CHEMBL417601,Cn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)Oc4ccc([N+](=O)[O-])cc4)cc3)nc2c1=O
CHEMBL8578,CCCC[C@@H](C[C@@H](CCc1ccc(/C=C/c2ccccc2)cc1)C(=O)N[C@H](C(=O)NC)C(C)(C)C)C(=O)O
CHEMBL6696,CCC1CCc2nc(N)nc(N)c2C1
CHEMBL9656,CCCCN1CCC(COC(c2ccccc2)c2ccccc2)CC1
CHEMBL441587,COc1ccc(CCCN2CCC(COCc3ccc(Cl)c(Cl)c3)CC2)cc1
CHEMBL7495,O=C(Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1)c1cccnc1
CHEMBL266784,CCNC(=O)C(=O)[C@H](Cc1ccccc1)NC(=O)C1Cc2cc(Cl)ccc2S(=O)(=O)N1CC
CHEMBL7721,O=C(/C=C/c1ccc(Cl)c(Cl)c1)c1ccc(O)cc1
CHEMBL268906,CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCCC2)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C
CHEMBL430326,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4cccc(OC)c4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
CHEMBL8858,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCNS(=O)(=O)c2ccccc2)Cc2cc3c(cc2S1(=O)=O)OCCO3
CHEMBL6327,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCN(C)C)cc1)c1ccccc1
CHEMBL267272,CCCOc1cc2c(cc1O)CCO2
CHEMBL8132,CCn1ncc2c(N[C@@H](C)C3CCCCC3)c3cc(C#N)ccc3nc21
CHEMBL66,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O
CHEMBL6356,Nc1cc[n+](Cc2ccc3c(c2)Cc2cc(C[n+]4ccc(N)c5ccccc54)ccc2-3)c2ccccc12
CHEMBL172054,CC(=O)N(CCCCNC(=O)C1CSC(c2ccccc2O)=N1)CCCCNC(=O)C1CSC(c2ccccc2O)=N1
CHEMBL8313,CC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
CHEMBL9450,CCCc1cc(C)c2ccccc2n1
CHEMBL7488,COc1cc(NCC2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC
CHEMBL266529,C=CCOc1ccccc1C(=O)OCC(O)CNC(C)C
CHEMBL7498,CCCC/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(Oc2ccc(C)cc2)c1
CHEMBL8222,COC(=O)c1cc(Nc2ccccc2)c(Nc2ccccc2)cc1C(=O)OC
CHEMBL6779,CSCC[C@H](NC(=O)NC12CC3CC(CC(C3)C1)C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
CHEMBL7328,O=C1c2ccc(OCc3cccc(-c4ccccc4)c3)cc2CCC1CCN1CCC(c2ccccc2)CC1
CHEMBL6524,CC1(C)CC(C)(C)c2cc(N/C(S)=N/c3ccc(S(N)(=O)=O)cc3)ccc2S1
CHEMBL267258,CC(C)CN(Cc1ccccc1-c1ccccc1)[C@@H]1C[C@@H](CNC(=O)/C=C/c2ccc(/C=C3\SC(=O)NC3=O)cc2)N(C(=O)c2ccccc2C(=O)c2ccc(F)cc2)C1
CHEMBL451551,CC12CCC(OC=O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(OC=O)CC12O
CHEMBL263076,O=c1oc2c(O)c(O)ccc2c2cc(F)ccc12
CHEMBL9505,COc1ccc(CCCN2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1
CHEMBL266039,c1ccc(CCN2CCN3CC(c4ccccc4)c4ccccc4C3C2)cc1
CHEMBL276860,COC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1
CHEMBL9283,CCCCN(C(=O)CN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1)c1ccccc1
CHEMBL268798,COc1ccc(-n2cc(C(=O)NCCN(C)C)c3nc4c(C)cccc4cc3c2=O)cc1OC
CHEMBL267706,Nc1nc2c(s1)CN=C(c1ccccc1F)c1cc(Cl)ccc1-2
CHEMBL9953,COc1ccc(Sc2ccc(C(=N)N)cc2)cc1
CHEMBL267385,Oc1ccc(C2=Cc3cc(O)ccc3C23Cc2ccc(OCCN4CCCCC4)cc2C3)cc1
CHEMBL6819,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(C2CC2Cn2oc(=O)[nH]c2=O)c1
CHEMBL267932,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O
CHEMBL275451,O=C1c2ccccc2CCCN1CCN1CCC(Oc2ccc(F)cc2)CC1
CHEMBL6624,COc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nn1
CHEMBL9132,CCCN(CCC)C(=O)CCN1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1
CHEMBL7759,CN(C)c1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
CHEMBL380444,CCC(CC)NC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1
CHEMBL6973,COc1ccc(S(=O)(=O)N2CN(C)C(=O)C[C@@H]2C(=O)NO)cc1
CHEMBL6467,CSc1ccc(CC(C)N)cc1
CHEMBL268739,Oc1ncc(Oc2ccc(Cl)cc2)cn1
CHEMBL484,Nc1ncnc2c1ncn2CCOCP(=O)(O)O
CHEMBL428339,Cc1cc(-c2c(F)cc3c(=O)c(Cc4c(O)cc(O)cc4O)cn(C4CC4)c3c2F)cc(C)n1
CHEMBL9455,COc1ccc(CCCN2CCC(COC(c3ccc(Cl)cc3)c3ccc(Cl)cc3)CC2)cc1
CHEMBL269123,CCOC(=O)c1cccc(NC(=O)NNc2nc3ccccc3c(=O)n2-c2cccc(Cl)c2)c1
CHEMBL268526,Cc1ccc2cc(-c3ccc(CC(Cc4ccc(C(F)(F)P(=O)(O)O)cc4)(c4ccccc4)n4nnc5ccccc54)cc3)cc(P(=O)(O)O)c2n1
CHEMBL7483,CCNc1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1
CHEMBL7496,O=C(c1cc2ccccc2[nH]1)c1cc2cc(OC(=O)C3CCC3)ccc2[nH]1
CHEMBL441326,CC(C)CN(Cc1ccccc1-c1ccccc1)[C@@H]1C[C@@H](CNC(=O)/C=C/c2ccc(/C=C3\SC(=O)NC3=O)cc2)N(C(=O)c2ccccc2C(=O)c2ccc(F)cc2F)C1
CHEMBL440085,COc1noc2c1CN(C)CC2.Cl
CHEMBL267973,CCNc1cccnc1N1CCN(C(=O)c2cc3ccccc3oc2=O)CC1
CHEMBL6410,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCCN2CCCC2)cc1)c1ccccc1
CHEMBL275475,O=C1c2ccccc2CCCN1CCN1CCC(n2nnc3ccccc32)CC1
CHEMBL266463,COc1ccc(Cc2cn(C3CC3)c3c(F)c(-c4cc(C)nc(C)c4)c(F)cc3c2=O)cc1
CHEMBL268654,Cc1ccc2c(c1)-c1nc(-c3ccccn3)[nH]c1CCC2
CHEMBL7281,CC(C)(C)OC(=O)Nc1ccc2c(c1)cc1c(=O)n3c(cc4cc(NC(=O)OC(C)(C)C)ccc43)c(=O)n12
CHEMBL6528,CN(C)CC1c2ccccc2C(c2ccccc2)CN1C
CHEMBL8741,CCCCCNC(=O)C(=O)[C@H](Cc1ccccc1)NC(=O)C1Cc2cc3c(cc2S(=O)(=O)N1CC)OCCO3
CHEMBL6253,C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2OC1CC1
CHEMBL266374,CC(C)Cc1cccc(Br)c1O[C@@H]1C[C@@H](CNC(=O)c2ccc(/C=C3\SC(=O)NC3=O)cc2)N(C(=O)c2ccccc2C(=O)c2ccc(F)cc2F)C1
CHEMBL9489,CCCCn1cc(C(=O)NCCN(C)C)c2nc3c(C)cccc3cc2c1=O
CHEMBL266548,CC(C)NCC(O)COC(=O)c1ccc2c(c1)OCO2
CHEMBL412,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O
CHEMBL268878,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1.CS(=O)(=O)O
CHEMBL267942,O=S(=O)(c1ccc(F)cc1)N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1
CHEMBL7221,CN(C(=O)[C@H](CC#Cc1cccc(N)c1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1
CHEMBL7067,CC(CCc1ccccc1)NCC(O)c1cc(C(N)=O)c2c(ccn2C)c1
CHEMBL9043,CCCCNC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1C)OCO3
CHEMBL7969,NC1=NC(c2ccc(F)cc2)Cc2c(F)cccc21
CHEMBL8024,O=C(c1ccc(Cl)cc1)C(Nc1ccc(Cl)cc1)NC(Cn1ccnc1)c1ccc(Cl)cc1Cl
CHEMBL9652,COc1ccc(OC)c(C(=O)/C(C)=C/c2ccc(N(C)C)cc2)c1
CHEMBL8223,CCN(CC)c1ccc(Nc2cc3c(cc2Nc2ccc(N(CC)CC)cc2)C(=O)NC3=O)cc1
CHEMBL266364,CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CC(C)CC(C)C2)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C
CHEMBL9017,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)c2ccc(C(F)(F)F)cc2C1=O)CCCN1C(=O)c2ccc(C(F)(F)F)cc2C1=O.[Br-].[Br-]
CHEMBL9440,CN(Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc2c3c(cccc13)C(=N)N2
CHEMBL269703,CCC1COC(c2ccc(OCCCCCCCc3cc(C)no3)cc2)=N1
CHEMBL7442,Clc1ccc(N2CCN(Cc3cnn4c3CCCC4)CC2)cc1
CHEMBL267276,O=C(O)c1nc2c(O)nc3cc(Cl)c(-n4cnnc4)cc3n2n1
CHEMBL269155,CC(C)(CCCCOc1ccc(OCCCCC(C)(C)C(=O)O)c(-c2ccccc2)c1)C(=O)O
CHEMBL6832,Fc1ccccc1Cn1cnc2c(N3CCCC3)ncnc21
CHEMBL8308,O=C1[C@@H](NS(=O)(=O)c2cc3cccnc3s2)CCN1Cc1cc2c[nH]ccc-2n1
CHEMBL6371,Cc1ccc(Sc2cncc3sc(C(=O)c4ccccc4)cc23)cc1
CHEMBL269340,CCCCNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1
CHEMBL268680,O=C(C[C@@H](Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)NO
CHEMBL6342,COc1cc2nc(N3CCN(C(=O)/C(F)=C/c4ccccc4)CC3)nc(N)c2cc1OC
CHEMBL265673,Cc1c(NC(=O)CCc2ccc(Cl)cc2)ccc2nc(N)nc(N)c12
CHEMBL8509,O=C1[C@@H](NS(=O)(=O)c2cc3ccc(Cl)nc3s2)CCN1Cc1cc2c[nH]ccc-2n1
CHEMBL9553,CNC(=O)c1cccc2c(Nc3ccc(NP(=O)(OC)OC)cc3)c3ccccc3nc12
CHEMBL7245,CCCC/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1
CHEMBL6236,Cc1cc(-n2ncc(=O)[nH]c2=O)cc(Cl)c1C(=O)c1ccc(Cl)cc1
CHEMBL268008,CCCCCCCCCCCCCCCCCC(=O)OCC(OC(C)=O)C1OC(O)C(NC(C)=O)C1OC(C)C(=O)N[C@@H](C)C(=O)NC(CCC(=O)O)C(N)=O
CHEMBL417240,CC(=O)N(c1ccccc1)C(C)C(=O)O
CHEMBL264723,COc1ccc(CCNCC(O)COC(=O)c2cccc(C)c2)cc1OC
CHEMBL9425,CN1CCC23c4c5ccc(O)c4OC2[C@H](O)[C@](CO)(CCCCCc2ccccc2)CC3C1C5
CHEMBL274390,CC(C)(C)/N=c1\c(O)c(O)\c1=N/[C@@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)O
CHEMBL8714,CCCCC(O)c1cccc(OCc2ccccc2C(=O)OC)c1
CHEMBL7060,COc1ccc2c(c1OC(C)=O)-c1cc(O)cc3c1C(C2)N(C(=O)CN(CCCl)CCCl)CC3
CHEMBL428999,Brc1ccc2c3c([nH]c2c1)C=NCC3
CHEMBL7652,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC[C@H](C)C31OCOCO1
CHEMBL273659,NC1=NC(c2ccccc2)Cc2ccccc21
CHEMBL266088,FC(F)(F)c1ccc2nc(N3CCNCC3)cnc2c1
CHEMBL9192,C[C@@]1(N2C(=O)c3cccc(N)c3C2=O)CCC(=O)NC1=O
CHEMBL8206,Cc1c(S(=O)(=O)N[C@H]2CCN(Cc3cc4[nH]cccc-4n3)C2=O)sc2ccc(Cl)cc12
CHEMBL6905,Nc1nc(O)nc2ccc(Sc3ccc4ccccc4c3)cc12
CHEMBL6725,Cc1oc2c(C)c3oc(=O)cc(C)c3cc2c1CNCCO
CHEMBL268869,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
CHEMBL418333,CCCn1c(=O)c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2n(CCC)c1=O
CHEMBL7766,CC(C)(CCCOc1ccc(OCCCC(C)(C)C(=O)O)c(Sc2ccccc2)c1)C(=O)O
CHEMBL6898,CC(C)NC1CCc2cc(O)c(O)cc2[C@H]1O
CHEMBL8831,C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12
CHEMBL8392,CC1(C)CC[C@]2(C(=O)n3cccn3)CC[C@]3(C)C(C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)C2C1
CHEMBL262712,C=CCOC(NC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C
CHEMBL267975,COC(=O)C(C)(C)CCCOc1ccc(C=N/N=C(/N)S)c(OCCCC(C)(C)C(=O)OC)c1
CHEMBL8903,O=C(NCCCn1ccnc1)c1cccnc1Cl
CHEMBL267692,CC(C)(C)c1cccc(N2C(N)=NC(N)=NC2(C)C)c1
CHEMBL9664,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](Cc3ccc(C(N)NN)cc3)C(=O)N(C)C3CCCC3)cccc12
CHEMBL268887,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccc(F)cc4)c3c2F)C1
CHEMBL9741,CCCCCCCN1CCC(COC(c2ccccc2)c2ccccc2)CC1
CHEMBL268683,CNC(N)c1ccc(C[C@@H](NC(=O)CNS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2)cc1
CHEMBL9118,CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN(CC)CC)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C
CHEMBL6885,Nc1ccc2nc(N)nc(N)c2c1
CHEMBL268403,NC1=NC(c2ccccc2F)Cc2ccccc21
CHEMBL6469,C[C@]1(/C=C\C#N)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+]
CHEMBL9248,CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C
CHEMBL267504,COC(=O)C1=NN2C(=O)Nc3cc(Cl)c(Cl)cc3C2C1
CHEMBL269133,CCCC(C)NC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1
CHEMBL8252,COC(=O)[C@]12CCC(C)(C)CC1C1C(=O)C=C3[C@@]4(C)C=C(C(=O)O)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2
CHEMBL8652,CCC(C)(C)c1cc(/C=C/c2cccnc2)cc(C(C)(C)CC)c1O
CHEMBL6594,Cc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1
CHEMBL266220,O=C(C1CCCCN1)N1CCN(Cc2ccncc2)CC1
CHEMBL8013,N=C(CP(=O)([O-])[O-])NCCC(=O)O.[Na+].[Na+]
CHEMBL8935,FC(F)(F)c1ccc(Sc2ccc(NC3=NCCN3)cc2)cc1
CHEMBL6396,Cc1cc(O)nc2c3c(ccc12)OC(C)(C)[C@H](OC(=O)C12CCC(C)(C(=O)O1)C2(C)C)[C@@H]3OC(=O)C12CCC(C)(C(=O)O1)C2(C)C
CHEMBL269163,O=C(/C=C/c1ccccc1Cl)c1ccc(O)cc1
CHEMBL7810,COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)cn(CCc3ccccc3)c2c1
CHEMBL9099,CCOC(=O)/C=C(C)/C(F)=C/C=C(C)/C=C/c1c(Cl)cc(OC)c(C)c1C
CHEMBL6994,Cc1c(N2C[C@H](C3(N)CC3)C(F)(F)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12
CHEMBL8178,Cc1nc(O)c(N)cc1-c1ccc(-n2ccnc2)cc1
CHEMBL267220,CC(CCc1ccccc1)NCC(O)COc1ccc(CCOCC2CCC2)cc1
CHEMBL7795,Cc1noc2c(Cl)c3c(cc12)CC(C(=O)O)O3
CHEMBL274413,CC(C)(CN1C(=O)c2cccc3cccc(c23)C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O.[Br-].[Br-]
CHEMBL9228,CCCCN(CCCC)CC(=O)N1C[C@@H](c2ccc3c(c2)OCO3)[C@H](C(=O)O)[C@H]1c1ccc(OC)cc1
CHEMBL9520,Nc1ccccc1/N=C(\S)Nc1ccccc1N
CHEMBL266984,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccon3)s2)CCN1Cc1cc2cc[nH]cc-2n1
CHEMBL8461,C=C1CC(c2ccccc2)OC1=O
CHEMBL268529,Cn1cc(C2=C(c3cn(CCN)c4ccccc34)C(=O)NC2=O)c2ccccc21
