inchikey,standard_type,std_smiles,molecule_chembl_id,pchembl_median,pchembl_min,pchembl_max,pchembl_std,n_measurements,assay_types,year_min,year_max,scaffold,split
GOMATZWZDPFPIR-SNAWJCMRSA-N,EC50,COc1cc(/C=C/C=O)ccc1OCC=C(C)C,CHEMBL2022666,5.01,5.01,5.01,,1,B,2016,2016,c1ccccc1,train
GPPVVEBKNSUIIE-UHFFFAOYSA-N,EC50,COCCCNC(=O)c1cccc2c1Cc1ccccc1N=C2,CHEMBL1258324,8.11,8.11,8.11,,1,F,2010,2010,C1=Nc2ccccc2Cc2ccccc21,train
GTKFXVHBLFFFED-UHFFFAOYSA-N,EC50,COC(=O)c1ccc2c(c1)N=Cc1ccccc1C2,CHEMBL1255996,7.72,7.72,7.72,,1,F,2010,2010,C1=Nc2ccccc2Cc2ccccc21,train
GUEWKXBGUZVNEZ-UHFFFAOYSA-N,EC50,O=C(Oc1cccc(C(F)(F)F)c1)N1CCN(c2ncccc2Cl)CC1,CHEMBL1080129,5.7,5.7,5.7,,1,F,2009,2009,O=C(Oc1ccccc1)N1CCN(c2ccccn2)CC1,train
GWWUENUGPVDAGL-UHFFFAOYSA-N,EC50,Brc1cccc2c1Cc1ccccc1N=C2,CHEMBL1256161,8.46,8.46,8.46,,1,F,2010,2010,C1=Nc2ccccc2Cc2ccccc21,train
HBVIMVJTUQNSEP-UHFFFAOYSA-N,EC50,CSCCCCCN=C=S,CHEMBL3593947,6.3,6.3,6.3,,1,B,2015,2015,,train
HCZKYJDFEPMADG-UHFFFAOYSA-N,EC50,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,CHEMBL52,4.46,4.45,5.31,0.4936598018878989,3,B,2019,2019,c1ccc(CCCCc2ccccc2)cc1,val
HFLGBNBLMBSXEM-UHFFFAOYSA-N,EC50,CCc1ccc(O)c(O)c1,CHEMBL1276241,5.06,5.06,5.06,,1,B,2021,2021,c1ccccc1,train
HGINCPLSRVDWNT-UHFFFAOYSA-N,EC50,C=CC=O,CHEMBL721,5.3,4.57,6.1,0.6361367777451635,5,B,2007,2019,,train
HOEAQVHRGYIZEL-UHFFFAOYSA-N,EC50,COC(=O)c1cccc2c1Cc1ccccc1C=N2,CHEMBL1084639,9.23,9.22,9.24,0.0141421356237306,2,"B,F",2010,2010,C1=Nc2ccccc2Cc2ccccc21,train
HVMJQIUPXKXGJP-UHFFFAOYSA-N,EC50,O=C(NCc1ccccc1)c1cnc(N2CCN(CC3CCCOC3)CC2)nc1NC1CC1,CHEMBL1818217,6.96,6.96,6.96,,1,F,2011,2011,O=C(NCc1ccccc1)c1cnc(N2CCN(CC3CCCOC3)CC2)nc1NC1CC1,val
HWZFHUYQKFAWSQ-UHFFFAOYSA-N,EC50,CCN(CC)C(=O)c1cccc2c1Cc1ccccc1N=C2,CHEMBL1258325,7.4,7.4,7.4,,1,F,2010,2010,C1=Nc2ccccc2Cc2ccccc21,train
HYUGHPDIXXDVLK-FMIVXFBMSA-N,EC50,C#CCN1C(=O)/C(=C/C(C)=O)c2ccccc21,CHEMBL258455,7.0,7.0,7.0,0.0,2,"B,F",2007,2010,C=C1C(=O)Nc2ccccc21,train
HYYBABOKPJLUIN-UHFFFAOYSA-N,EC50,Cc1cccc(Nc2ccccc2C(=O)O)c1C,CHEMBL686,4.78,4.21,4.8,0.3350124375800596,3,B,2019,2019,c1ccc(Nc2ccccc2)cc1,train
HZBVCRHOVMWXFJ-UHFFFAOYSA-N,EC50,O=C(Oc1ccc(Cl)cc1)N1CCN(c2ncccc2Cl)CC1,CHEMBL1076350,6.22,6.22,6.22,0.0,2,F,2009,2010,O=C(Oc1ccccc1)N1CCN(c2ccccn2)CC1,train
HZLVLMGNMOJBHS-UHFFFAOYSA-N,EC50,CC(C)CNc1nc(N2CCN(Cc3ccccc3)CC2)ncc1C(=O)NCc1ccccc1,CHEMBL1818209,7.1,7.1,7.1,,1,F,2011,2011,O=C(NCc1ccccc1)c1cnc(N2CCN(Cc3ccccc3)CC2)nc1,val
ICOQJKBDQZBIAX-UHFFFAOYSA-N,EC50,COC(=O)c1ccc2c(c1)C=Nc1ccccc1C2,CHEMBL1255904,7.0,7.0,7.0,,1,F,2010,2010,C1=Nc2ccccc2Cc2ccccc21,train
IDWNSAXOQLJYOF-UHFFFAOYSA-N,EC50,C1=Nc2ccccc2Cc2ccccc21,CHEMBL1085101,8.52,8.52,8.52,0.0,2,"B,F",2010,2010,C1=Nc2ccccc2Cc2ccccc21,train
IFAKEEVLFSLZPW-UHFFFAOYSA-N,EC50,Clc1cnc(CNc2ccc3cnsc3c2)s1,CHEMBL4854482,5.2,5.2,5.2,,1,B,2021,2021,c1csc(CNc2ccc3cnsc3c2)n1,train
IHQDGXUYTSZGOG-UHFFFAOYSA-N,EC50,CSCCCCN=C=S,CHEMBL2151143,6.38,6.38,6.38,,1,B,2015,2015,,train
IMACFCSSMIZSPP-UHFFFAOYSA-N,EC50,O=C(CCl)c1ccccc1,CHEMBL105712,7.52,7.52,7.52,,1,F,2010,2010,c1ccccc1,train
INVGWHRKADIJHF-UHFFFAOYSA-N,EC50,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,CHEMBL417799,7.225,7.05,7.4,0.2474873734152923,2,B,2023,2025,c1cc2c(c[nH+]c3c4cc5c(cc4ccc23)OCO5)c2c1OCO2,val
IQVQXVFMNOFTMU-FLIBITNWSA-N,EC50,CCC/C=C1\OC(=O)C2=C1CCC=C2,CHEMBL481246,4.36,4.36,4.36,,1,B,2013,2013,C=C1OC(=O)C2=C1CCC=C2,val
IZJDOKYDEWTZSO-UHFFFAOYSA-N,EC50,S=C=NCCc1ccccc1,CHEMBL151649,5.715,5.0,6.43,1.0111626970967629,2,B,2010,2015,c1ccccc1,train
JAWSBANLAJSGJJ-UHFFFAOYSA-N,EC50,O=C(Oc1ccc(C(F)(F)F)cc1)N1CCN(c2ncccc2Cl)CC1,CHEMBL1080807,5.51,5.51,5.51,,1,F,2009,2009,O=C(Oc1ccccc1)N1CCN(c2ccccn2)CC1,train
JDLKFOPOAOFWQN-UHFFFAOYSA-N,EC50,C=CCS[S+]([O-])CC=C,CHEMBL359965,5.72,5.72,5.72,,1,B,2010,2010,,train
JJNZXLAFIPKXIG-UHFFFAOYSA-N,EC50,N#CC(C#N)=Cc1ccccc1Cl,CHEMBL1256101,9.05,9.05,9.05,,1,F,2010,2010,c1ccccc1,train
JKVHRIYIUCRJFF-VKTIVEEGSA-N,EC50,CC[C@H]1C[C@H]2CN3CCc4c([nH]c5ccc(OC)cc45)[C@](CO)(C2)[C@H]13,CHEMBL3325768,4.38,4.38,4.38,,1,B,2014,2014,c1ccc2c3c([nH]c2c1)C1CC2CCC1N(CC3)C2,train
JVJFIQYAHPMBBX-FNORWQNLSA-N,EC50,CCCCCC(O)/C=C/C=O,CHEMBL454280,5.0,5.0,5.0,,1,B,2012,2012,,train
KBWYAIBGBKNUCN-LFCMRJNSSA-N,EC50,O/N=C\C=C\c1ccc(Cl)cc1,CHEMBL589866,5.03,5.03,5.03,,1,F,2010,2010,c1ccccc1,train
KJPRLNWUNMBNBZ-QPJJXVBHSA-N,EC50,O=C/C=C/c1ccccc1,CHEMBL293492,4.975,4.29,5.19,0.3269862382425292,6,"B,F",2007,2019,c1ccccc1,train
KOPHZJVWBNJLRT-UHFFFAOYSA-N,EC50,NC(=O)c1cccc2c1Cc1ccccc1N=C2,CHEMBL1256242,8.6,8.6,8.6,,1,F,2010,2010,C1=Nc2ccccc2Cc2ccccc21,train
KQPYUDDGWXQXHS-UHFFFAOYSA-N,EC50,O=C1C=CC(=O)c2c(O)cccc21,CHEMBL43612,5.77,5.77,5.77,,1,B,2016,2016,O=C1C=CC(=O)c2ccccc21,train
KZMAWJRXKGLWGS-UHFFFAOYSA-N,EC50,COCCCN(C(=O)CCl)c1nc(-c2ccc(OC)cc2)cs1,CHEMBL4516422,9.19,8.19,9.19,0.5773502691896255,3,B,2023,2025,c1ccc(-c2cscn2)cc1,train
LDIRGNDMTOGVRB-UHFFFAOYSA-N,EC50,CSCCCCCCCN=C=S,CHEMBL3593948,6.21,6.21,6.21,,1,B,2015,2015,,train
LDKSCZJUIURGMW-UHFFFAOYSA-N,EC50,CSCCCN=C=S,CHEMBL3186484,6.35,6.35,6.35,,1,B,2015,2015,,train
LHFKHAVGGJJQFF-UEOYEZOQSA-N,EC50,C/C=C/C=C/C=C\CC/C=C/C(=O)NCC(C)(C)O,CHEMBL1084610,5.18,5.18,5.18,,1,B,2010,2010,,train
LLRSVFMJVIEWCG-UHFFFAOYSA-N,EC50,CN(C(=O)n1nnc(Cc2ccc(-c3ccccc3)cc2)n1)C1CCCCC1,CHEMBL2376842,6.82,6.82,6.82,,1,B,2013,2013,O=C(NC1CCCCC1)n1nnc(Cc2ccc(-c3ccccc3)cc2)n1,val
LPEPZBJOKDYZAD-UHFFFAOYSA-N,EC50,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CHEMBL23588,5.16,4.62,5.16,0.3117691453623981,3,B,2019,2019,c1ccc(Nc2ccccc2)cc1,train
LRXCVGAPNHYEBT-UHFFFAOYSA-N,EC50,N#Cc1cccc2c1Oc1ccccc1C=N2,CHEMBL1256241,10.0,10.0,10.0,,1,F,2010,2010,C1=Nc2ccccc2Oc2ccccc21,train
LSEUESVRZGAHFX-UXBLZVDNSA-N,EC50,CC(C)CN1C(=O)/C(=C/C(=O)O)c2cccc(Cl)c21,CHEMBL1084377,6.21,6.21,6.21,,1,F,2010,2010,C=C1C(=O)Nc2ccccc21,train
LTQINICYLGNLHN-IMDACWRGSA-N,EC50,CC[C@H]1C[C@@H]2C[C@@]3(C(=O)OC)c4[nH]c5ccc(OC)cc5c4CCN(C2=O)[C@@H]13,CHEMBL3325765,4.11,4.11,4.11,,1,B,2014,2014,O=C1C2CCC3C(C2)c2[nH]c4ccccc4c2CCN13,val
LVHLZMUFIYAEQB-UHFFFAOYSA-N,EC50,CC(C)CCC(=O)c1ccoc1,CHEMBL469753,4.71,4.71,4.71,,1,B,2010,2010,c1ccoc1,val
LYPBMRVLCIAVEK-UHFFFAOYSA-N,EC50,COC(=O)c1cccc2c1Oc1ccccc1C=N2,CHEMBL1084098,9.93,9.93,9.93,,1,B,2010,2010,C1=Nc2ccccc2Oc2ccccc21,train
MDKCFLQDBWCQCV-UHFFFAOYSA-N,EC50,S=C=NCc1ccccc1,CHEMBL55285,4.885,4.56,6.6,0.9471307547887284,6,"B,F",2010,2015,c1ccccc1,train
MGPPKIMZXZMZNW-UHFFFAOYSA-N,EC50,COC(=O)c1ccc2c(c1)Oc1ccccc1N=C2,CHEMBL1085943,7.75,7.28,8.22,0.6646803743153553,2,"B,F",2010,2010,C1=Nc2ccccc2Oc2ccccc21,train
MGSRCZKZVOBKFT-UHFFFAOYSA-N,EC50,Cc1ccc(C(C)C)c(O)c1,CHEMBL29411,4.22,4.06,5.22,0.5001142726560458,7,"B,F",2010,2021,c1ccccc1,train
MLUCVPSAIODCQM-NSCUHMNNSA-N,EC50,C/C=C/C=O,CHEMBL1086445,4.8,4.8,4.8,,1,B,2010,2010,,train
MMAYTCMMKJYIAM-RUGRQLENSA-N,EC50,CC[C@H]1C[C@@H]2CN3CCc4c([nH]c5ccc(OC)cc45)[C@](C(=O)OC)(C2)[C@H]13,CHEMBL182120,5.1,5.1,5.1,0.0,2,B,2014,2014,c1ccc2c3c([nH]c2c1)C1CC2CCC1N(CC3)C2,train
MYHXHCUNDDAEOZ-FOSBLDSVSA-N,EC50,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C\CCCC(=O)O,CHEMBL1084643,4.62,4.62,4.62,,1,B,2010,2010,O=C1C=CCC1,train
MYHXHCUNDDAEOZ-UKUWKSPLSA-N,EC50,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@H]1C/C=C\CCCC(=O)O,CHEMBL1083802,4.65,4.65,4.65,,1,B,2010,2010,O=C1C=CCC1,train
NOOLISFMXDJSKH-KXUCPTDWSA-N,EC50,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CHEMBL470670,4.02,4.02,4.02,,1,B,2017,2017,C1CCCCC1,train
NOOLISFMXDJSKH-UHFFFAOYSA-N,EC50,CC1CCC(C(C)C)C(O)C1,CHEMBL256087,4.52,4.5,4.55,0.025166114784236,3,B,2010,2019,C1CCCCC1,train
NOVSJLUARMRDQL-UHFFFAOYSA-N,EC50,Brc1ccc2c(c1)C=Nc1ccccc1C2,CHEMBL1255819,7.48,7.48,7.48,,1,F,2010,2010,C1=Nc2ccccc2Cc2ccccc21,train
NPFQMRVODJKPRD-UHFFFAOYSA-N,EC50,Clc1ccc(-c2nnc(N3CCOCC3)n2-c2ccccc2)cc1,CHEMBL5281182,5.4,5.4,5.4,,1,B,2016,2016,c1ccc(-c2nnc(N3CCOCC3)n2-c2ccccc2)cc1,test
NPUACKRELIJTFM-UHFFFAOYSA-N,EC50,C1=Nc2ccccc2Oc2ccccc21,CHEMBL1085100,9.52,6.51,9.52,1.737824310260773,3,"B,F",2010,2010,C1=Nc2ccccc2Oc2ccccc21,train
NRWUQTDDZGRQAT-HATNNVTISA-N,EC50,CC(=C\c1cccc(C)c1)/C(C)=N/O,CHEMBL589870,4.84,4.84,4.84,,1,F,2010,2010,c1ccccc1,train
NSDDRJXKROCWRZ-UHFFFAOYSA-N,EC50,CC(C)CN=C=S,CHEMBL3593941,6.16,6.16,6.16,,1,B,2015,2015,,train
NUCVRTCVITYPEE-UHFFFAOYSA-N,EC50,N#Cc1cccc2c1Oc1ccccc1N=C2,CHEMBL1256240,9.82,9.82,9.82,,1,F,2010,2010,C1=Nc2ccccc2Oc2ccccc21,train
NUTHTLQGGHXCLA-XDJHFCHBSA-N,EC50,O=C(Nc1ccccc1C(=O)O)/C(=C/c1ccccc1)c1ccccc1,CHEMBL4460424,4.955,4.95,4.96,0.0070710678118653,2,B,2019,2019,O=C(Nc1ccccc1)C(=Cc1ccccc1)c1ccccc1,test
NVVDQMVGALBDGE-KSWFMABOSA-N,EC50,CC[C@H]1C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@](C(=O)OC)(C2)[C@H]13,CHEMBL364613,4.8,4.8,4.8,,1,B,2014,2014,c1ccc2c3c([nH]c2c1)C1CC2CCC1N(CC3)C2,train
NVVDQMVGALBDGE-YEEBJNCVSA-N,EC50,CC[C@H]1C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13,CHEMBL3325770,5.1,5.1,5.1,,1,B,2014,2014,c1ccc2c3c([nH]c2c1)C1CC2CCC1N(CC3)C2,train
NZLUXRIZQQZFQA-UHFFFAOYSA-N,EC50,COc1ccc2c(c1)Oc1ccccc1N=C2,CHEMBL1256311,7.85,7.85,7.85,,1,F,2010,2010,C1=Nc2ccccc2Oc2ccccc21,train
OGVPVEBIPIJKEJ-MFDVASPDSA-N,EC50,CC(/C=C/c1ccccc1)=N\O,CHEMBL589794,4.01,4.01,4.01,,1,F,2010,2010,c1ccccc1,train
OHHYMRXMQDCMJO-UHFFFAOYSA-N,EC50,CC(C)(C)c1ccc(OC(=O)N2CCN(c3ncccc3Cl)CC2)cc1,CHEMBL1080805,5.8,5.8,5.8,,1,F,2009,2009,O=C(Oc1ccccc1)N1CCN(c2ccccn2)CC1,train
OTMISWKUNNTVAS-YOTMJQBJSA-N,EC50,CC[C@H]1C[C@H]2CN3Cn4c(c(COC)c5ccc(OC)cc54)[C@](C(=O)OC)(C2)[C@H]13,CHEMBL3325769,4.58,4.58,4.58,,1,B,2014,2014,c1ccc2c(c1)cc1n2CN2CC3CCC2C1C3,test
OYMQKBZMKFJPMH-DPOSBGKNSA-N,EC50,COC(=O)[C@@]12C[C@@H]3C[C@H]([C@H](C)O)[C@@H]1N(CCc1c2[nH]c2ccc(OC)cc12)C3,CHEMBL463317,4.52,4.52,4.52,,1,B,2014,2014,c1ccc2c3c([nH]c2c1)C1CC2CCC1N(CC3)C2,train
PFRGXCVKLLPLIP-UHFFFAOYSA-N,EC50,C=CCSSCC=C,CHEMBL366603,5.12,5.12,5.12,,1,F,2010,2010,,train
PGSWEKYNAOWQDF-UHFFFAOYSA-N,EC50,Cc1cccc(O)c1O,CHEMBL1173328,5.55,5.55,5.55,,1,B,2021,2021,c1ccccc1,train
PJAAESPGJOSQGZ-DZGBDDFRSA-N,EC50,CC1(C)C[C@H]2C=C(C=O)[C@]3(C=O)C[C@]3(C)[C@H]2C1,CHEMBL518292,6.23,6.23,6.23,,1,F,2010,2010,C1=CC2CC2C2CCCC12,test
POKQFZURBRODMI-UHFFFAOYSA-N,EC50,CS(=O)(=O)SCCN,CHEMBL256738,5.8,5.8,5.8,,1,B,2007,2007,,train
PPANZCQXFYBGHN-UHFFFAOYSA-N,EC50,CC(C)CNc1nc(N2CCN(CC3CCCOC3)CC2)ncc1C(=O)NCc1ccccc1,CHEMBL1818218,7.64,7.64,7.64,,1,F,2011,2011,O=C(NCc1ccccc1)c1cnc(N2CCN(CC3CCCOC3)CC2)nc1,test
PQJJJMRNHATNKG-UHFFFAOYSA-N,EC50,CCOC(=O)CBr,CHEMBL1085948,7.41,7.41,7.41,,1,B,2010,2010,,train
PTHBOTMILXORGK-UHFFFAOYSA-N,EC50,NC(=O)c1cccc2c1Oc1ccccc1C=N2,CHEMBL1084097,9.95,9.94,9.96,0.0141421356237325,2,"B,F",2010,2010,C1=Nc2ccccc2Oc2ccccc21,train
